teamA;teamB;winA;Region_A;Games_A;Win rate_A;K:D_A;GPM_A;GDM_A;Game duration_A;Kills / game_A;Deaths / game_A;Towers killed_A;Towers lost_A;FB%_A;FT%_A;FOS%_A;DRAPG_A;DRA%_A;VGPG_A;HER%_A;ATAKHAN%_A;DRA@15_A;TD@15_A;GD@15_A;PPG_A;NASHPG_A;NASH%_A;CSM_A;DPM_A;WPM_A;VWPM_A;WCPM_A;Region_B;Games_B;Win rate_B;K:D_B;GPM_B;GDM_B;Game duration_B;Kills / game_B;Deaths / game_B;Towers killed_B;Towers lost_B;FB%_B;FT%_B;FOS%_B;DRAPG_B;DRA%_B;VGPG_B;HER%_B;ATAKHAN%_B;DRA@15_B;TD@15_B;GD@15_B;PPG_B;NASHPG_B;NASH%_B;CSM_B;DPM_B;WPM_B;VWPM_B;WCPM_B
77;16;1;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53
65;17;0;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49
39;48;1;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
5;42;0;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68
64;21;1;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69
21;42;0;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68
65;77;1;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53
17;39;0;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71
16;5;0;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46
77;21;1;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69
48;64;0;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46
42;65;1;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49
39;16;1;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53
64;5;1;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46
17;48;0;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
48;16;1;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53
21;17;1;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49
64;42;0;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68
39;65;1;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49
16;21;0;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69
5;77;1;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53
65;48;1;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
17;42;0;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68
5;39;0;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71
77;64;1;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46
64;17;1;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49
21;39;0;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71
48;5;1;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46
42;77;1;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53
39;64;1;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46
65;16;1;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53
77;48;1;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
5;17;1;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49
21;65;1;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49
16;42;0;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68
77;39;0;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71
48;21;0;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69
16;64;0;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46
65;5;0;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46
17;77;0;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53
42;48;1;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
5;21;0;3;46.0;11;0.83;1808.0;-87.0;3;13.3;16.1;5.2;6.2;54.3;39.1;47.8;2.24;51.1;2.7;43.5;8;21;5;-471.0;20;0.41;44.3;33.0;2639.0;3.4;1.34;1.46;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69
64;65;1;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46;3;47.0;10;0.86;1803.0;-100.0;10;12.3;14.3;4.5;6.7;68.1;42.6;48.9;1.98;42.8;1.6;55.3;5;22;1;-350.0;4;0.28;27.4;34.6;2433.0;3.5;1.31;1.49
17;16;1;3;42.0;8;0.71;1769.0;-161.0;25;12.2;17.1;4.3;7.0;42.9;38.1;35.7;2.07;45.5;2.1;47.6;13;7;1;-851.0;11;0.36;27.0;33.4;2439.0;3.5;1.19;1.49;3;43.0;0;0.6;1736.0;-212.0;16;9.8;16.5;3.6;7.9;37.2;37.2;25.6;1.51;33.0;2.2;51.2;15;3;1;-598.0;6;0.35;33.3;33.8;2309.0;3.4;1.29;1.53
42;39;0;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71
42;77;0;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53
77;48;1;3;72.0;34;1.22;1903.0;96.0;17;16.2;13.2;6.6;4.8;44.4;59.7;50.0;2.39;53.8;1.9;40.3;26;20;7;497.0;26;0.63;62.3;34.0;2808.0;3.7;1.35;1.53;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
39;42;1;3;65.0;44;1.59;1957.0;238.0;7;16.4;10.3;7.6;3.3;58.5;60.0;61.5;2.71;61.3;2.4;58.5;36;19;6;696.0;10;0.74;72.3;35.0;2865.0;3.5;1.3;1.71;3;50.0;39;1.17;1885.0;74.0;13;16.2;13.7;6.3;4.7;50.0;70.0;70.0;2.62;57.1;2.3;48.0;29;13;6;628.0;24;0.52;54.2;34.3;2762.0;3.5;1.24;1.68
64;48;0;3;48.0;23;0.84;1845.0;-19.0;3;13.5;16.0;6.1;5.5;43.8;50.0;35.4;1.56;38.1;2.5;47.9;17;2;5;-154.0;22;0.71;57.5;33.1;2612.0;3.6;1.5;1.46;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67
48;21;1;3;57.0;28;1.16;1836.0;14.0;12;14.9;12.8;5.7;5.6;52.6;54.4;61.4;2.79;61.1;2.6;49.1;35;23;6;-140.0;17;0.56;59.2;33.2;2563.0;3.6;1.44;1.67;3;52.0;22;1.08;1836.0;25.0;22;14.2;13.2;5.6;5.7;46.2;42.3;50.0;2.31;50.8;1.7;57.7;18;14;5;194.0;9;0.52;49.3;33.9;2549.0;3.5;1.45;1.69
0;20;1;-1;19.0;24;1.03;1841.0;41.0;43;15.5;15.1;6.3;5.5;52.6;63.2;63.2;2.53;52.4;1.5;47.4;6;22;5;187.0;12;0.89;64.8;33.0;2854.0;3.4;1.24;1.54;-1;15.0;33;0.33;1663.0;-359.0;23;7.5;22.7;3.1;9.1;6.7;53.3;46.7;1.47;29.3;2.2;33.3;10;7;1;-1183.0;32;0.27;16.7;31.8;2296.0;3.6;1.49;1.28
82;75;1;-1;26.0;26;1.21;1825.0;50.0;34;13.2;10.9;6.8;5.4;65.4;69.2;61.5;2.42;51.8;2.4;61.5;28;22;8;607.0;10;0.69;56.3;33.1;2452.0;3.3;1.28;1.47;-1;31.0;13;0.78;1743.0;-117.0;46;12.5;16.0;5.0;7.3;41.9;35.5;48.4;2.39;45.2;2.2;54.8;23;5;1;-409.0;8;0.55;38.1;32.1;2518.0;3.2;1.13;1.4
56;19;0;-1;17.0;15;1.08;1823.0;-27.0;39;13.8;12.8;6.5;6.6;58.8;23.5;17.6;2.65;52.2;1.8;23.5;20;16;3;-787.0;15;0.53;46.9;33.5;2539.0;3.3;1.21;1.61;-1;21.0;5;0.7;1725.0;-154.0;45;10.4;14.9;4.5;8.0;28.6;38.1;33.3;1.9;38.0;2.1;47.6;10;15;5;-387.0;7;0.43;26.7;33.4;2334.0;3.4;1.23;1.4
15;29;0;-1;32.0;42;1.58;1925.0;170.0;32;16.7;10.5;7.1;5.0;59.4;43.8;50.0;2.59;53.9;2.0;56.3;24;16;2;595.0;16;0.84;70.3;34.6;2709.0;3.0;1.08;1.48;-1;41.0;43;1.27;1895.0;114.0;27;16.4;12.9;7.3;4.5;56.1;63.4;58.5;2.68;58.4;1.9;48.8;34;16;7;127.0;25;0.71;57.9;33.1;2805.0;3.5;1.09;1.32
20;56;0;-1;15.0;33;0.33;1663.0;-359.0;23;7.5;22.7;3.1;9.1;6.7;53.3;46.7;1.47;29.3;2.2;33.3;10;7;1;-1183.0;32;0.27;16.7;31.8;2296.0;3.6;1.49;1.28;-1;17.0;15;1.08;1823.0;-27.0;39;13.8;12.8;6.5;6.6;58.8;23.5;17.6;2.65;52.2;1.8;23.5;20;16;3;-787.0;15;0.53;46.9;33.5;2539.0;3.3;1.21;1.61
29;19;1;-1;41.0;43;1.27;1895.0;114.0;27;16.4;12.9;7.3;4.5;56.1;63.4;58.5;2.68;58.4;1.9;48.8;34;16;7;127.0;25;0.71;57.9;33.1;2805.0;3.5;1.09;1.32;-1;21.0;5;0.7;1725.0;-154.0;45;10.4;14.9;4.5;8.0;28.6;38.1;33.3;1.9;38.0;2.1;47.6;10;15;5;-387.0;7;0.43;26.7;33.4;2334.0;3.4;1.23;1.4
75;0;1;-1;31.0;13;0.78;1743.0;-117.0;46;12.5;16.0;5.0;7.3;41.9;35.5;48.4;2.39;45.2;2.2;54.8;23;5;1;-409.0;8;0.55;38.1;32.1;2518.0;3.2;1.13;1.4;-1;19.0;24;1.03;1841.0;41.0;43;15.5;15.1;6.3;5.5;52.6;63.2;63.2;2.53;52.4;1.5;47.4;6;22;5;187.0;12;0.89;64.8;33.0;2854.0;3.4;1.24;1.54
15;82;1;-1;32.0;42;1.58;1925.0;170.0;32;16.7;10.5;7.1;5.0;59.4;43.8;50.0;2.59;53.9;2.0;56.3;24;16;2;595.0;16;0.84;70.3;34.6;2709.0;3.0;1.08;1.48;-1;26.0;26;1.21;1825.0;50.0;34;13.2;10.9;6.8;5.4;65.4;69.2;61.5;2.42;51.8;2.4;61.5;28;22;8;607.0;10;0.69;56.3;33.1;2452.0;3.3;1.28;1.47
0;19;1;-1;19.0;24;1.03;1841.0;41.0;43;15.5;15.1;6.3;5.5;52.6;63.2;63.2;2.53;52.4;1.5;47.4;6;22;5;187.0;12;0.89;64.8;33.0;2854.0;3.4;1.24;1.54;-1;21.0;5;0.7;1725.0;-154.0;45;10.4;14.9;4.5;8.0;28.6;38.1;33.3;1.9;38.0;2.1;47.6;10;15;5;-387.0;7;0.43;26.7;33.4;2334.0;3.4;1.23;1.4
56;15;0;-1;17.0;15;1.08;1823.0;-27.0;39;13.8;12.8;6.5;6.6;58.8;23.5;17.6;2.65;52.2;1.8;23.5;20;16;3;-787.0;15;0.53;46.9;33.5;2539.0;3.3;1.21;1.61;-1;32.0;42;1.58;1925.0;170.0;32;16.7;10.5;7.1;5.0;59.4;43.8;50.0;2.59;53.9;2.0;56.3;24;16;2;595.0;16;0.84;70.3;34.6;2709.0;3.0;1.08;1.48
