Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
Ever; PL;13;23.1%;2.0;4.1;4.7;5.5;5.6;340;71.3%;17.2;409;0.93;0.16;0.2;0.11;-384;-8;-189;15.4%;7.7%;0;4
Evi; JP;19;26.3%;1.2;1.8;4.8;3.9;7.4;351;58.5%;22.0;521;0.93;0.41;0.13;0.12;-198;-6;-166;36.8%;5.3%;0;2
Exduardo; PT;4;25%;2.3;4.5;4.0;4.8;7.9;403;59.1%;24.4;541;0.61;0.26;0.15;0.03;-1006;-11;-341;0%;50%;0;2
Execute; KR;18;27.8%;1.7;0.4;4.8;7.8;0.8;227;62.3%;6.5;157;3.67;2.05;0.38;0.62;-4;-3;-71;22.2%;11.1%;0;-
Exofeng; BG;12;50%;5.3;6.8;2.4;5.9;8.8;448;76.8%;29.0;817;0.84;0.34;0.21;0.02;265;-8;50;25%;0%;0;1
Eyla; AU;19;52.6%;3.4;0.4;3.5;11.4;1.0;242;73%;6.7;191;3.55;1.75;0.45;0.45;-159;-3;-277;21.1%;10.5%;0;-
Eyliph; FR;14;14.3%;1.3;2.4;4.4;3.3;7.8;362;62.3%;25.3;544;0.87;0.41;0.14;0.11;-356;-5;-215;14.3%;7.1%;0;2
FATE; KR;19;26.3%;2.5;2.6;2.7;4.2;8.9;391;64.8%;27.8;662;0.94;0.35;0.17;0.16;-46;6;14;26.3%;5.3%;1;1
FBI; AU;19;52.6%;4.4;4.3;2.5;6.7;8.8;421;67.5%;27.4;781;1.03;0.44;0.24;0.16;-68;0;154;21.1%;5.3%;0;2
FENZ1; BG;24;58.3%;5.3;5.2;2.5;7.9;8.9;448;68.5%;28.6;802;0.83;0.25;0.21;0.08;148;6;102;33.3%;16.7%;0;13
FGG; GB;45;53.3%;3.4;1.0;3.8;11.8;0.8;251;76.7%;8.0;222;3.11;1.41;0.4;0.34;8;-5;-73;20%;15.6%;0;-
FIESTA; KR;14;35.7%;2.1;2.9;4.6;6.6;8.6;399;74%;28.2;747;1.03;0.3;0.26;0.14;-351;2;-256;0%;35.7%;0;6
FSZ; BG;22;54.5%;3.6;4.0;2.8;6.2;8.3;399;65.5%;27.1;687;0.9;0.35;0.17;0.16;-42;1;-55;18.2%;4.5%;0;9
Fade; TR;45;53.3%;3.3;4.4;2.8;5.0;9.0;434;55.6%;22.6;637;0.91;0.34;0.15;0.12;21;2;4;22.2%;4.4%;0;29
Faded2; GR;16;31.3%;2.3;3.9;3.8;4.8;7.9;385;60.4%;31.3;785;0.78;0.43;0.12;0.08;-261;-5;-299;37.5%;6.3%;0;5
Faetski; DK;15;40%;3.8;4.8;2.9;6.2;9.6;444;77.4%;28.9;709;0.79;0.33;0.21;0.03;-201;-2;-98;13.3%;6.7%;0;1
Fake1;;6;0%;2.2;1.2;4.0;7.7;1.0;224;71.8%;8.0;169;3.17;1.69;0.35;0.52;290;4;496;33.3%;0%;0;-
FakeGod; US;31;77.4%;5.5;3.3;1.7;6.1;8.0;404;55.2%;22.8;636;1.01;0.48;0.15;0.14;102;-0;218;12.9%;12.9%;0;8
Faker; KR;72;61.1%;4.5;3.4;2.4;7.2;8.5;408;63.3%;24.4;682;1.06;0.42;0.24;0.16;-94;-2;-17;12.5%;15.3%;1;11
Fallen; MK;17;29.4%;3.5;3.1;3.6;9.7;5.9;343;70.4%;17.9;487;1.42;0.34;0.32;0.26;-375;-8;-611;41.2%;0%;0;3
Falleo; HR;17;35.3%;1.6;2.8;3.9;3.4;7.6;389;45.1%;23.9;647;0.74;0.35;0.08;0.09;-20;-4;-47;5.9%;11.8%;0;7
Fantasyleaf;;6;0%;0.6;1.7;5.0;1.2;7.8;373;39.5%;26.7;583;0.71;0.34;0.07;0.11;-422;-6;-156;0%;33.3%;0;4
Fantomisto; FR;11;45.5%;4.2;3.1;2.2;6.1;7.8;382;58.2%;20.7;506;1.13;0.39;0.25;0.16;-116;-5;-13;9.1%;0%;0;4
Farfetch; TR;6;16.7%;1.4;1.3;4.7;5.2;0.9;232;72.6%;6.6;160;3.18;1.63;0.33;0.41;-169;2;54;33.3%;0%;0;-
Fatorix; AR;18;61.1%;4.8;4.3;2.4;7.5;9.1;430;70.6%;24.0;682;0.7;0.28;0.17;0.04;-277;-4;-220;33.3%;0%;0;-
Feather; CN;52;28.8%;2.0;0.8;4.0;7.3;1.1;236;74.9%;6.6;163;3.51;1.87;0.43;0.61;-73;-;-;-;-;-;-
Fede; ES;25;52%;4.3;4.6;2.7;7.0;9.3;427;65%;25.3;667;0.94;0.37;0.2;0.11;38;-1;-176;16%;20%;0;5
Feisty; KR;29;69%;5.4;3.5;2.3;9.0;8.2;411;73.7%;28.9;831;1.21;0.41;0.28;0.28;619;12;246;20.7%;6.9%;0;6
Feitan; CL;4;0%;1.3;1.8;6.8;7.0;1.2;255;62.3%;11.3;299;3.38;1.54;0.44;0.33;219;2;362;0%;25%;0;1
Felopo; CL;1;0%;0.8;1.0;4.0;2.0;8.1;345;42.9%;20.3;340;1.28;0.55;0.28;0.24;389;-2;241;0%;0%;0;1
Feng; MX;14;42.9%;2.3;2.3;4.4;7.8;5.5;323;69.8%;16.1;439;1.18;0.3;0.24;0.25;-437;-8;-414;28.6%;21.4%;0;1
Feng; TW;46;69.6%;5.3;7.4;3.0;8.8;8.5;454;69.9%;27.0;880;1.24;0.48;0.29;0.2;450;5;77;34.8%;4.3%;1;16
Ferret; TR;29;69%;5.4;2.8;2.2;9.1;6.2;362;67.7%;14.1;410;1.62;0.32;0.38;0.26;21;-1;-57;34.5%;3.4%;0;1
Fikus; RS;10;0%;1.0;1.1;4.3;3.2;7.8;342;39.4%;22.0;455;0.66;0.35;0.07;0.04;-931;-16;-966;20%;10%;0;2
Fireblade; VN;9;44.4%;3.4;3.0;2.8;6.4;7.9;391;46.8%;18.8;509;0.87;0.43;0.15;0.19;-308;-3;-338;33.3%;11.1%;0;4
Fisher; KR;44;45.5%;3.1;3.4;3.0;6.0;8.8;405;66.6%;28.0;746;1.17;0.41;0.26;0.26;-4;-0;-53;22.7%;6.8%;0;16
Flakked; ES;25;44%;4.0;3.6;2.2;5.0;9.4;409;73.2%;26.4;665;1.31;0.51;0.32;0.18;-114;-0;32;20%;8%;0;3
Flandre; CN;85;68.2%;4.8;3.3;2.3;7.7;8.1;403;60.5%;21.6;602;0.98;0.31;0.22;0.15;-30;-3;-62;3.5%;3.5%;0;5
Flauren; TW;46;69.6%;3.6;4.5;2.8;5.9;8.2;424;42.6%;22.7;730;1.05;0.4;0.19;0.15;211;2;73;10.9%;10.9%;0;32
Fleshy; TR;27;55.6%;3.6;0.7;3.1;10.4;1.3;256;79.3%;8.8;233;3.83;1.76;0.57;0.46;192;6;563;33.3%;11.1%;0;-
FlickeR; PT;30;83.3%;7.5;5.8;1.7;6.8;9.6;472;61.3%;23.6;684;0.91;0.33;0.29;0.05;420;7;137;26.7%;3.3%;0;1
FoFo; TW;31;58.1%;5.1;3.2;1.8;6.2;8.5;407;71.3%;26.9;691;1.16;0.44;0.25;0.14;-38;-0;69;12.9%;9.7%;0;-
Fogzy; UA;26;38.5%;2.1;3.7;4.1;4.9;7.9;390;56.4%;25.3;685;0.83;0.34;0.15;0.11;-271;-12;-262;23.1%;11.5%;0;6
FoobaR; CZ;17;17.6%;1.7;1.6;5.2;7.5;5.2;315;62.8%;16.3;398;0.98;0.14;0.29;0.08;-733;-14;-541;17.6%;5.9%;0;1
Forest; KR;27;85.2%;5.8;5.1;2.7;10.9;7.1;417;72.7%;20.6;644;1.49;0.36;0.31;0.28;552;16;757;29.6%;0%;1;10
Fornoreason; DE;22;45.5%;1.7;2.7;3.7;3.5;8.3;390;41.6%;22.6;593;0.81;0.31;0.13;0.11;-234;-7;-130;13.6%;9.1%;0;15
Fortu; AR;9;33.3%;2.1;0.8;5.7;10.9;0.9;236;79.9%;8.5;234;3.18;1.65;0.3;0.34;-209;0;-14;11.1%;22.2%;0;-
Foxie; SI;10;20%;2.0;3.1;4.3;5.4;8.6;409;51.4%;25.3;654;0.66;0.3;0.09;0.04;23;3;88;20%;0%;0;5
Fr0zen; PT;25;52%;2.5;0.9;4.9;11.4;1.1;241;68.3%;6.9;181;3.38;1.68;0.39;0.39;-187;3;-193;20%;8%;0;-
Fragola; IT;10;0%;1.4;1.4;4.5;4.8;5.7;310;53.3%;15.3;361;1.3;0.29;0.29;0.23;-307;-9;-508;30%;0%;0;-
Frankfurt; DE;21;76.2%;3.9;7.2;3.9;8.1;8.4;478;63.2%;29.2;1021;0.87;0.35;0.25;0.02;761;22;413;33.3%;4.8%;0;14
Fresskowy; PL;13;30.8%;3.1;4.1;2.9;5.0;8.6;405;66.7%;26.1;672;1.01;0.35;0.2;0.17;2;-0;8;15.4%;0%;0;4
Frexey; LT;17;41.2%;2.7;4.3;3.6;5.5;8.4;415;53.2%;25.5;694;0.81;0.38;0.2;0.04;-347;-6;-78;41.2%;5.9%;0;5
Friple; MX;1;0%;1.7;3.0;7.0;9.0;6.6;363;63.2%;16.7;471;1.17;0.35;0.18;0.35;-644;19;456;100%;0%;0;-
Frixter; AR;1;0%;2.7;0.0;3.0;8.0;8.3;369;61.5%;13.5;439;1.45;0.4;0.34;0.14;29;18;-95;0%;0%;0;-
Frog; KR;40;70%;5.2;2.9;1.8;6.3;8.2;402;51.8%;19.9;569;1.09;0.45;0.16;0.25;-33;-6;-22;15%;7.5%;0;11
Frost; HU;22;54.5%;3.8;3.0;2.9;8.1;7.0;378;71.9%;17.2;451;0.94;0.12;0.27;0.03;-214;-1;-111;27.3%;9.1%;0;3
Fubuki;;9;0%;2.5;4.7;3.6;4.1;6.6;356;74.8%;17.6;356;1.3;0.26;0.31;0.23;764;7;251;55.6%;0%;0;1
Fudge; AU;31;38.7%;2.6;3.2;3.1;4.7;8.0;387;65.6%;23.5;585;0.93;0.43;0.15;0.12;-21;-1;-58;19.4%;19.4%;0;12
Funky; AR;27;59.3%;5.0;4.6;2.9;10.0;6.6;381;76.1%;19.4;523;1.52;0.33;0.35;0.28;94;1;211;59.3%;3.7%;0;5
FuraFura;;6;33.3%;2.6;2.7;3.3;5.8;6.8;364;55.6%;18.9;525;0.59;0.27;0.12;0.09;-438;-15;-654;0%;16.7%;0;6
Furby; SE;23;34.8%;3.2;0.9;3.2;9.1;1.1;239;74.2%;7.5;189;3.27;1.6;0.35;0.34;-40;3;91;13%;4.3%;0;-
Furuy; NL;37;45.9%;4.3;4.6;2.7;7.1;8.9;435;64.6%;28.2;809;0.87;0.39;0.13;0.14;287;5;282;16.2%;13.5%;0;11
Fuuu; BR;16;18.8%;2.9;3.0;2.8;5.1;8.6;389;75%;28.3;628;1.1;0.41;0.21;0.2;-117;-3;-117;18.8%;12.5%;0;7
Fynox; TR;3;33.3%;4.3;6.7;2.3;3.3;8.9;455;83.2%;34.0;807;0.69;0.29;0.17;0.03;268;-8;-104;0%;33.3%;0;1
GALA; CN;75;58.7%;5.2;5.5;2.3;6.2;9.2;449;69%;27.1;763;1.01;0.3;0.33;0.09;44;-;-;-;-;-;-
GIDEON; KR;48;50%;3.1;2.9;3.3;7.2;6.1;357;74.4%;15.8;411;1.65;0.43;0.36;0.35;-51;-3;-93;33.3%;12.5%;1;1
GOMAMUGICH4;;6;50%;3.4;0.5;2.7;8.7;1.0;251;59.7%;8.6;220;3.02;1.36;0.39;0.43;267;-4;218;50%;0%;0;-
GRAVE; TR;38;52.6%;4.0;4.6;2.7;6.2;9.1;437;61.2%;23.1;651;0.68;0.26;0.19;0.05;-97;1;29;5.3%;5.3%;0;3
Gaeng; KR;19;26.3%;1.6;0.1;4.8;7.4;1.0;227;77.8%;6.8;158;3.16;1.61;0.41;0.49;-188;-0;-114;36.8%;15.8%;0;-
Gaethan; FR;18;44.4%;2.9;4.1;3.1;4.8;8.3;412;51.1%;20.9;576;0.77;0.35;0.11;0.12;-167;-7;-300;22.2%;11.1%;0;7
Gakgos; TR;2;100%;4.8;2.5;2.0;7.0;9.7;451;49.7%;20.6;539;0.79;0.42;0.06;0.07;208;13;-172;50%;0%;0;-
Ganks; PE;16;18.8%;2.4;1.9;3.2;5.8;6.5;330;72.4%;16.8;380;1.42;0.31;0.3;0.25;-123;3;-1;18.8%;18.8%;0;-
GaraXy; GR;3;0%;1.4;2.3;5.3;5.3;5.1;327;62.6%;16.3;352;1.38;0.39;0.23;0.33;-937;-23;-940;0%;0%;0;-
Garden; KR;44;29.5%;2.3;3.2;3.7;5.2;8.5;390;69.4%;25.9;601;1.03;0.44;0.19;0.21;-207;-8;-120;15.9%;11.4%;0;3
Gary; PT;11;45.5%;2.6;2.5;2.8;4.8;7.8;378;47.1%;21.1;519;0.73;0.37;0.08;0.13;-115;0;106;0%;0%;0;4
Gastruks; AR;27;59.3%;3.6;1.0;3.6;12.2;0.9;246;68.5%;7.0;188;3.41;1.71;0.36;0.44;-79;-3;-257;25.9%;3.7%;0;-
Gato; CO;5;100%;5.0;1.2;4.8;23.0;0.9;280;79.6%;7.5;300;3.38;1.43;0.41;0.23;-245;-6;-332;20%;0%;0;1
Gavotto; MX;32;65.6%;6.5;6.1;2.3;8.8;9.1;456;71.7%;26.2;779;0.96;0.31;0.31;0.06;281;6;63;28.1%;0%;0;4
Gemini; TW;42;69%;3.7;3.0;3.1;8.4;5.8;357;61.3%;13.9;421;1.42;0.42;0.27;0.32;-163;-7;-286;31%;2.4%;0;4
Giyuu; LB;30;83.3%;4.8;5.1;2.5;7.1;9.1;455;58.3%;26.5;760;1.08;0.45;0.2;0.16;301;2;210;26.7%;13.3%;0;24
Goldenpenny; SE;9;33.3%;2.9;6.0;3.9;5.4;8.8;432;66.4%;25.6;697;0.86;0.36;0.17;0.09;320;-3;28;22.2%;11.1%;1;4
Goliah; IT;21;47.6%;4.2;3.3;2.7;7.9;6.5;371;66%;15.7;411;1.27;0.28;0.26;0.21;3;-5;-168;47.6%;4.8%;0;3
Goliath; KR;37;48.6%;2.1;1.0;5.8;11.3;1.0;256;68.7%;9.2;263;3.4;1.83;0.37;0.55;35;-2;10;35.1%;27%;0;2
Gori; KR;38;52.6%;3.5;4.1;3.3;7.3;8.7;425;65.8%;29.7;845;0.91;0.34;0.21;0.11;24;4;-140;15.8%;21.1%;0;15
Greedy; AE;1;0%;0.7;0.0;7.0;5.0;1.1;204;45.5%;6.8;175;3.21;1.62;0.39;0.49;-516;3;672;0%;0%;0;-
Grell; MX;25;68%;4.1;3.7;3.2;9.2;6.7;381;68.2%;16.1;525;1.12;0.19;0.23;0.16;136;9;397;20%;16%;0;5
Grevthar; BR;9;44.4%;4.2;3.3;2.8;8.3;7.6;394;71.5%;23.3;638;1.17;0.4;0.24;0.23;-160;-6;-504;33.3%;11.1%;0;3
Grizzly; KR;46;43.5%;4.2;4.4;2.8;7.3;7.0;384;72.1%;17.3;461;1.4;0.29;0.34;0.3;228;2;100;39.1%;6.5%;0;12
Guertas; FR;27;59.3%;6.2;5.4;2.3;9.0;6.5;396;73.5%;16.4;454;1.14;0.24;0.22;0.2;100;-6;-124;59.3%;3.7%;0;7
Guigo; BR;42;59.5%;2.9;3.6;3.4;6.4;8.0;403;62.1%;26.7;725;0.97;0.33;0.21;0.12;41;4;-16;19%;21.4%;0;17
Guigs; BR;16;18.8%;2.4;0.8;3.1;6.6;1.1;233;73.6%;8.9;188;3.66;1.86;0.45;0.52;-43;-4;-110;25%;0%;0;1
Guirlande; BE;3;33.3%;2.6;4.0;5.0;9.0;5.5;346;61.6%;15.0;404;1.0;0.22;0.16;0.17;411;-3;77;66.7%;0%;0;3
Guli; PL;23;34.8%;2.6;3.6;3.7;6.3;6.7;371;74.5%;17.7;453;0.9;0.13;0.23;0.07;76;2;15;8.7%;21.7%;0;4
Gumayusi; KR;63;61.9%;5.8;5.2;2.0;6.7;9.7;460;70.2%;27.9;785;1.27;0.45;0.34;0.15;200;5;87;14.3%;17.5%;0;4
Guppy; NL;14;57.1%;3.8;4.7;3.0;6.6;8.3;417;63.3%;24.4;646;0.56;0.24;0.12;0.05;-281;-2;-157;21.4%;0%;0;4
Gury; VN;20;50%;3.4;3.7;3.0;6.4;6.9;380;70.8%;16.7;408;1.73;0.45;0.4;0.34;196;8;352;30%;0%;0;1
Gus; PE;16;56.3%;3.5;3.7;3.0;6.8;7.8;397;58.3%;24.1;673;0.86;0.35;0.18;0.13;-409;-12;-284;18.8%;12.5%;0;4
Guti; KR;1;0%;0.7;2.0;6.0;2.0;7.3;337;57.1%;25.4;484;0.87;0.44;0.09;0.17;-892;-22;-1247;0%;100%;0;-
Guubi; DK;13;38.5%;1.6;2.3;5.9;7.2;5.3;319;64.4%;17.1;489;1.02;0.23;0.2;0.1;-351;-11;-474;23.1%;30.8%;0;-
Guwon; KR;16;18.8%;2.1;2.9;3.4;4.3;6.5;352;77.3%;16.2;374;1.13;0.27;0.24;0.22;-83;-7;-430;25%;18.8%;0;-
HALdesu; JP;10;60%;3.1;2.5;3.1;7.0;6.3;348;65.1%;10.1;261;1.18;0.21;0.26;0.17;-480;-5;-338;10%;10%;0;-
HONOR; FR;14;35.7%;2.6;0.3;3.1;7.9;1.0;226;67.6%;7.9;175;3.32;1.74;0.34;0.43;-139;-0;-98;0%;14.3%;0;-
Hades1; GR;1;0%;1.5;0.0;4.0;6.0;5.3;295;85.7%;14.7;284;1.37;0.21;0.3;0.13;-1679;-49;-1951;0%;100%;0;-
Haetae; KR;44;50%;2.7;3.3;2.9;4.6;8.2;398;52.8%;24.3;661;0.94;0.4;0.16;0.19;130;2;162;6.8%;11.4%;0;26
Haichao; CN;17;41.2%;4.9;2.8;1.8;6.1;9.0;410;76.6%;25.3;604;1.19;0.44;0.25;0.21;300;-;-;-;-;-;-
Haka; MX;14;42.9%;1.8;1.8;4.3;6.1;6.4;329;52.1%;17.9;485;1.0;0.44;0.16;0.14;-993;-23;-883;14.3%;14.3%;0;4
HamBak; KR;27;40.7%;3.0;2.3;3.0;6.5;6.5;344;73.6%;17.3;435;1.44;0.31;0.35;0.27;-163;-4;-174;37%;11.1%;0;2
Hamudis; DE;10;10%;1.2;3.8;5.7;2.9;5.7;339;73.2%;19.1;409;0.83;0.15;0.2;0.13;-317;-8;-368;10%;20%;0;3
Hanbyeol; KR;44;50%;2.7;2.4;3.0;5.9;8.0;379;56.8%;22.0;625;0.89;0.42;0.1;0.15;-108;-1;-121;15.9%;11.4%;0;4
Hang; CN;19;52.6%;2.4;0.6;3.8;8.6;1.1;242;70.7%;6.9;159;3.61;1.95;0.42;0.56;-6;-;-;-;-;-;-
Hans SamD; KR;19;52.6%;6.1;6.7;1.9;4.7;10.3;484;73.1%;31.2;839;1.53;0.47;0.44;0.11;370;8;329;21.1%;5.3%;0;3
Hans Sama; FR;54;50%;4.4;3.8;2.0;4.8;9.3;427;61.6%;26.4;645;1.18;0.35;0.37;0.06;-146;-4;-168;24.1%;18.5%;0;6
Harbo; DK;9;33.3%;3.9;4.2;3.0;7.6;7.7;383;71.1%;25.3;682;0.93;0.23;0.26;0.07;-18;-4;-171;0%;0%;0;4
Harky; VN;36;50%;4.2;5.7;2.9;6.4;9.5;451;68.1%;28.0;806;1.28;0.35;0.44;0.12;207;5;207;36.1%;13.9%;0;6
Harp; KR;16;18.8%;2.0;1.0;3.8;6.8;1.1;241;76.4%;8.7;197;3.51;1.55;0.55;0.57;162;2;-13;25%;18.8%;0;-
Harpoon; PL;22;72.7%;6.2;7.6;2.2;6.2;10.0;497;74%;27.7;785;1.15;0.38;0.32;0.09;491;12;615;18.2%;0%;0;1
Hasu7; TW;40;42.5%;2.8;4.5;4.2;7.4;7.3;399;54.1%;22.7;733;0.81;0.36;0.11;0.13;-314;-4;-163;15%;12.5%;0;25
Hatsu; PL;20;45%;2.5;4.3;3.4;4.1;8.5;422;47.4%;23.3;623;0.85;0.37;0.12;0.1;136;1;6;15%;20%;0;15
Hauz; BR;8;25%;4.5;3.1;2.1;6.4;8.7;408;64.4%;25.3;722;1.19;0.45;0.22;0.2;46;11;170;12.5%;0%;0;-
Hazel; RO;14;35.7%;3.5;4.4;2.8;5.3;9.5;435;66.4%;27.0;663;0.98;0.37;0.23;0.13;-276;-2;-88;14.3%;14.3%;0;1
HeSSZero; PL;27;59.3%;2.8;3.6;3.4;6.0;7.8;408;51.1%;24.3;653;0.81;0.35;0.1;0.14;540;4;68;25.9%;3.7%;0;17
Hena; KR;17;41.2%;4.5;3.4;2.1;6.1;9.1;420;67.6%;26.3;658;1.33;0.5;0.33;0.15;-128;1;110;29.4%;0%;0;-
Heng; CN;13;15.4%;2.1;2.0;3.8;5.9;6.1;335;75.2%;17.4;386;1.4;0.36;0.33;0.33;-452;-;-;-;-;-;-
Henli; VN;8;37.5%;3.5;4.3;2.9;5.9;7.7;383;66.5%;25.3;629;1.21;0.37;0.29;0.24;-310;-3;-354;0%;0%;0;4
Heroic; PT;21;76.2%;3.7;6.9;3.9;7.4;8.0;447;60.6%;28.1;962;0.75;0.28;0.14;0.04;555;9;243;9.5%;9.5%;0;20
Hery; CN;19;26.3%;1.9;1.4;3.1;4.4;8.2;365;51.7%;22.7;493;0.91;0.37;0.15;0.14;-420;-;-;-;-;-;-
Hhiep; VN;3;0%;2.3;2.7;3.7;5.7;9.2;415;54.3%;21.6;535;1.21;0.34;0.32;0.08;474;8;581;33.3%;0%;0;-
HiRit; KR;8;25%;2.7;3.5;3.3;5.4;8.4;417;59.5%;25.6;741;1.11;0.39;0.2;0.21;335;7;20;0%;25%;0;3
Hidan; BR;16;18.8%;1.8;2.6;3.2;3.1;8.1;362;45.4%;23.7;509;0.99;0.4;0.17;0.21;-489;-14;-398;12.5%;12.5%;0;3
Highway; PL;19;42.1%;2.5;0.7;4.1;9.6;1.1;248;73.7%;9.2;224;3.46;1.74;0.44;0.36;7;-1;35;31.6%;26.3%;0;-
Hika; AR;9;33.3%;3.1;3.1;2.6;4.8;8.9;405;58.1%;26.5;631;0.98;0.32;0.25;0.08;258;2;-209;22.2%;0%;0;-
Himmel; VN;5;0%;2.4;3.6;4.2;6.4;8.6;409;70.6%;27.7;673;0.78;0.27;0.19;0.09;-259;2;-384;0%;0%;0;-
Hiro02; VN;16;56.3%;3.2;2.5;2.4;5.2;8.5;393;47.5%;23.3;583;1.2;0.46;0.26;0.21;84;5;-43;6.3%;25%;0;6
Hitsu; CL;13;7.7%;2.3;2.9;3.5;5.2;7.6;372;53.6%;25.0;648;0.75;0.26;0.14;0.08;-432;-8;-149;30.8%;15.4%;0;2
Hizto; VN;23;56.5%;4.0;3.7;2.6;6.7;6.8;375;71.6%;16.7;428;1.47;0.4;0.26;0.35;323;8;451;26.1%;8.7%;0;1
HongQ; TW;42;66.7%;3.5;4.0;2.9;6.3;8.6;430;65.9%;28.1;730;1.24;0.52;0.24;0.26;321;4;118;33.3%;4.8%;0;18
HongSuo; TW;37;67.6%;4.9;5.3;2.7;8.0;8.1;431;54.8%;23.5;760;1.05;0.34;0.22;0.19;180;-0;199;18.9%;2.7%;1;15
Hope; CN;85;68.2%;6.8;6.0;1.9;7.2;9.5;464;72.2%;27.1;758;1.34;0.48;0.38;0.16;106;-0;-215;7.1%;1.2%;0;1
Horder; CA;35;57.1%;2.8;3.7;3.4;5.6;7.9;396;56.8%;23.0;625;0.82;0.37;0.13;0.1;39;-4;5;14.3%;11.4%;0;22
Horus; AR;15;53.3%;3.2;6.1;4.0;6.5;8.1;419;66.7%;27.5;796;0.95;0.41;0.21;0.09;-372;-11;-153;33.3%;13.3%;0;-
HotPot; TW;31;16.1%;1.6;3.1;6.3;7.2;5.6;346;60.4%;15.8;457;1.35;0.28;0.35;0.3;-669;-11;-802;22.6%;0%;0;6
Howling; KR;19;52.6%;3.8;2.6;2.1;5.4;8.2;376;48.6%;21.9;574;0.78;0.31;0.13;0.08;-74;-4;110;10.5%;15.8%;0;-
Hoya; KR;52;28.8%;1.9;2.1;3.5;4.6;7.6;366;56.9%;22.6;564;1.01;0.47;0.13;0.2;-284;-;-;-;-;-;-
HuSha; TW;18;22.2%;2.0;2.1;3.6;5.2;6.8;350;77%;17.3;329;1.33;0.28;0.36;0.26;-62;-1;66;33.3%;5.6%;0;-
Hub; CA;22;18.2%;2.1;3.2;3.3;3.8;9.1;410;60.9%;25.3;596;0.7;0.29;0.2;0.07;-154;-8;-282;13.6%;9.1%;0;1
Huhi; KR;15;6.7%;1.0;0.2;5.2;4.8;1.2;223;74%;8.7;202;3.64;1.91;0.42;0.52;-169;4;198;0%;13.3%;0;-
Humanoid; CZ;32;59.4%;3.6;3.7;2.7;6.0;9.2;429;58.7%;25.8;677;0.93;0.4;0.19;0.1;147;1;139;9.4%;6.3%;0;6
HungryPanda; GR;24;37.5%;2.5;1.1;4.8;10.8;1.0;250;76.5%;7.3;210;3.67;1.82;0.42;0.49;-44;-0;-23;37.5%;8.3%;0;1
Hungtwo; VN;1;0%;0.7;1.0;6.0;3.0;1.1;246;57.1%;8.7;169;2.46;1.25;0.28;0.32;-379;0;-479;0%;0%;0;-
Hustle; VN;20;35%;2.9;4.5;4.1;7.3;8.0;410;63.4%;24.8;697;0.81;0.3;0.2;0.15;293;3;-36;25%;10%;0;8
Hybradge; IE;9;33.3%;2.2;2.4;4.9;8.3;5.9;337;68.3%;13.9;358;1.24;0.31;0.27;0.25;-56;10;422;11.1%;44.4%;0;-
Hydra; ES;19;42.1%;3.8;3.4;2.6;6.7;8.5;396;65.9%;24.1;647;1.13;0.49;0.2;0.24;-290;-4;-142;15.8%;0%;0;3
Hyorai; FR;14;50%;2.7;0.8;4.4;11.3;1.0;256;65.4%;9.5;273;3.05;1.44;0.34;0.3;226;1;276;42.9%;0%;0;1
Hype; KR;38;34.2%;3.7;3.8;2.2;4.4;9.7;428;67.8%;25.6;631;1.28;0.39;0.37;0.11;-160;-4;15;36.8%;7.9%;1;2
IDA; PL;4;25%;2.7;5.0;5.0;8.3;7.1;404;60.2%;21.8;708;0.64;0.32;0.12;0.05;-863;-20;-729;50%;0%;0;-
Ice; KR;21;38.1%;6.2;5.7;1.8;5.3;9.8;451;75.5%;28.6;752;1.23;0.44;0.31;0.16;291;2;184;33.3%;0%;1;2
IceBreaker; GR;1;100%;13.0;5.0;1.0;8.0;8.5;426;61.9%;23.5;733;0.86;0.41;0.08;0.12;-329;7;-557;100%;0%;0;-
Ichiwin; CO;22;63.6%;4.5;0.7;3.0;12.5;0.9;256;74.7%;7.2;211;3.28;1.54;0.34;0.37;195;-0;-46;36.4%;13.6%;0;-
Icytower; MX;11;45.5%;3.9;5.2;2.7;5.5;9.1;434;74.8%;29.2;806;0.83;0.19;0.23;0.06;91;7;142;9.1%;9.1%;0;1
Ihebic; TN;10;30%;3.0;1.8;4.8;12.8;1.1;257;70.9%;8.5;243;3.43;1.51;0.47;0.38;547;2;274;50%;0%;0;-
IlllIma; KR;10;20%;2.0;3.7;4.5;5.3;7.4;383;59.8%;25.3;701;0.82;0.28;0.19;0.1;-217;-2;-192;20%;10%;0;7
Ilyxou; FR;21;47.6%;2.7;4.0;3.8;6.2;6.8;370;59.1%;22.3;577;0.56;0.3;0.05;0.07;-270;-14;-345;33.3%;19%;0;7
Impact; KR;26;53.8%;3.3;2.2;2.4;5.7;7.4;368;51.5%;20.9;515;0.99;0.4;0.14;0.15;-44;-3;278;30.8%;7.7%;0;4
Impp; PT;7;0%;1.2;0.6;5.3;5.9;1.1;231;60.3%;7.5;169;2.69;1.35;0.29;0.33;-575;0;-338;0%;14.3%;0;1
Improver; MA;5;20%;0.6;1.4;5.4;2.0;8.0;347;36.3%;19.9;440;0.62;0.25;0.1;0.08;-781;-10;-846;0%;0%;0;1
