Player;Country;Games;Win rate;KDA;Avg kills;Avg deaths;Avg assists;CSM;GPM;KP%;DMG%;DPM;VSPM;Avg WPM;Avg WCPM;Avg VWPM;GD@15;CSD@15;XPD@15;FB %;FB Victim;Penta Kills;Solo Kills
Sertuss; DE;19;52.6%;5.2;3.1;2.1;7.6;8.8;405;68.3%;24.3;646;1.18;0.53;0.22;0.19;144;2;159;15.8%;0%;0;3
Shad0w; IT;68;41.2%;3.4;3.7;3.5;8.3;6.6;370;76.7%;19.1;492;1.53;0.37;0.33;0.3;9;-;-;-;-;-;-
Shadow; AR;28;67.9%;4.8;1.0;2.7;11.9;1.0;261;76.2%;8.4;236;3.44;1.71;0.38;0.44;227;1;287;39.3%;7.1%;0;1
Shakur; DE;11;45.5%;2.8;5.6;3.9;5.4;8.9;436;65.2%;31.3;786;0.86;0.4;0.2;0.09;348;14;429;36.4%;27.3%;0;7
Shanks; CN;85;68.2%;5.6;4.3;2.2;8.3;8.5;423;71.1%;24.8;697;1.06;0.33;0.24;0.12;205;0;120;1.2%;3.5%;0;6
Shanks2; MA;25;52%;3.8;2.0;3.4;10.6;5.9;335;70.2%;14.4;386;1.41;0.35;0.27;0.32;-97;-3;-230;20%;4%;0;3
Shaoye; CN;26;46.2%;4.1;5.0;2.7;5.8;9.2;448;73.4%;27.9;761;1.32;0.45;0.38;0.14;83;-;-;-;-;-;-
Sharvel; KR;44;29.5%;3.8;3.0;2.6;6.9;6.7;355;78.8%;18.7;440;1.51;0.34;0.38;0.3;-47;-2;-98;25%;6.8%;0;4
Shavo; MX;16;31.3%;2.3;2.2;4.2;7.3;7.0;368;48.1%;19.0;515;0.98;0.33;0.21;0.17;-684;-8;-499;12.5%;12.5%;0;5
ShazQ; PL;22;50%;3.0;1.4;4.2;11.3;5.3;323;74.6%;12.2;350;1.2;0.29;0.24;0.24;-334;-8;-289;31.8%;18.2%;0;-
Sheiden; PH;21;28.6%;2.9;2.4;2.7;5.3;6.8;345;73.9%;14.2;339;1.25;0.31;0.25;0.29;-33;-0;4;19%;4.8%;0;3
Shelfmade; DE;39;61.5%;3.3;4.7;3.1;5.3;7.6;407;55.5%;23.0;698;0.8;0.37;0.12;0.13;406;7;295;12.8%;7.7%;0;28
Sheo; FR;25;44%;2.9;1.9;3.0;6.8;6.5;342;71.1%;16.5;407;1.25;0.23;0.29;0.18;54;4;24;40%;8%;0;3
ShiauC; TW;46;69.6%;3.7;1.7;4.7;15.4;1.1;283;70.9%;8.8;283;3.59;1.72;0.46;0.53;313;0;257;37%;15.2%;0;5
Shift; PL;32;59.4%;3.3;4.4;3.5;7.1;6.4;380;69.5%;18.6;496;1.22;0.28;0.23;0.25;462;5;359;53.1%;6.3%;0;8
Shiganari; LV;17;58.8%;4.3;5.1;2.5;5.9;9.3;449;65.4%;29.2;838;0.91;0.35;0.27;0.06;211;7;92;29.4%;5.9%;1;4
Shiku; PE;32;65.6%;3.8;0.7;4.3;15.5;0.9;254;79%;8.2;245;3.36;1.73;0.35;0.53;-90;-2;-182;31.3%;9.4%;0;1
Shimmer; US;11;54.5%;3.5;4.0;3.7;9.0;5.8;352;66.5%;14.4;391;1.23;0.21;0.24;0.16;-55;-14;-616;36.4%;0%;0;-
Shini; BR;26;46.2%;2.6;2.4;3.1;5.7;6.3;349;66.9%;15.6;371;1.29;0.29;0.28;0.23;3;-2;-108;38.5%;7.7%;0;2
Shizika; RS;10;0%;1.1;2.7;5.3;3.1;7.5;351;60.2%;24.9;509;0.79;0.39;0.09;0.11;-1232;-26;-792;10%;40%;0;-
Shizuki; CZ;18;22.2%;4.5;3.2;1.8;4.8;8.5;395;52.5%;24.4;561;0.8;0.4;0.12;0.06;26;-2;-48;11.1%;5.6%;0;2
Shlatan; PL;11;9.1%;1.9;1.9;4.6;6.8;6.0;323;70.3%;15.8;400;1.24;0.35;0.19;0.34;-183;-3;-183;36.4%;9.1%;0;-
Shogo; IL;21;28.6%;2.3;4.5;3.7;4.0;9.6;440;64%;27.6;739;0.72;0.22;0.25;0.02;-14;6;10;14.3%;4.8%;0;4
Shogun; VN;11;45.5%;4.0;3.5;2.2;5.4;9.1;414;53.2%;27.1;577;1.05;0.44;0.25;0.12;96;1;-50;9.1%;0%;1;1
Shookz; AR;26;53.8%;3.3;3.6;3.5;8.0;6.5;371;72.8%;19.9;521;1.42;0.3;0.34;0.22;129;7;92;34.6%;19.2%;0;4
Shourdy; PT;23;34.8%;1.0;2.2;6.1;4.1;7.4;366;46.4%;24.0;605;0.71;0.3;0.12;0.04;-406;-11;-167;21.7%;26.1%;0;11
ShowMaker; KR;52;48.1%;4.4;3.5;2.3;6.6;8.6;403;69.1%;25.2;643;1.21;0.46;0.27;0.24;-69;-4;-62;21.2%;11.5%;0;10
Shu Hari; CL;15;46.7%;2.3;1.3;5.7;11.5;1.1;252;72.3%;9.7;275;3.2;1.52;0.38;0.37;195;2;263;40%;20%;0;-
Shunn; TW;42;69%;5.1;7.1;2.7;6.6;8.9;481;69.2%;28.6;864;1.09;0.41;0.27;0.12;362;8;383;28.6%;14.3%;0;10
Shy Carry; RS;19;42.1%;2.9;4.1;3.4;5.9;8.6;414;73.4%;26.3;716;1.08;0.41;0.28;0.14;-376;-4;-431;36.8%;10.5%;0;3
Shyr0; HU;6;0%;1.0;0.5;5.8;5.5;1.1;225;72.5%;11.5;222;2.84;1.43;0.31;0.28;146;5;325;16.7%;16.7%;0;1
Sidav; PL;15;26.7%;3.5;6.0;3.6;6.5;8.8;443;69.2%;26.7;709;0.73;0.26;0.22;0.01;189;-1;-77;13.3%;0%;0;1
Simpli; FI;22;45.5%;2.6;4.0;3.5;5.0;8.8;422;63.1%;26.8;719;0.97;0.37;0.22;0.19;-128;-2;-53;13.6%;31.8%;0;9
Sined; CZ;1;0%;0.7;2.0;7.0;3.0;4.4;285;31.2%;12.1;335;0.97;0.32;0.11;0.07;-473;-34;-1648;100%;0%;0;-
Sinmivak; PL;16;43.8%;2.8;1.9;2.4;5.1;8.1;379;52.1%;23.1;655;0.91;0.46;0.11;0.14;-132;3;-53;0%;6.3%;0;2
Sintax; HR;13;46.2%;2.2;3.3;4.1;5.5;8.3;400;55%;24.0;674;0.69;0.39;0.12;0.09;-535;-10;-224;23.1%;7.7%;0;6
Sirinox; CZ;26;38.5%;3.7;3.7;2.3;4.8;8.5;404;55.2%;23.5;641;0.89;0.4;0.19;0.08;-475;-7;-203;7.7%;7.7%;0;3
Siuloong; VN;20;50%;3.1;0.7;3.2;9.3;0.9;240;64%;8.6;213;3.46;1.77;0.36;0.4;-156;-6;4;30%;15%;0;-
Siwoo; KR;52;48.1%;3.1;2.9;2.5;4.6;8.2;389;54.4%;23.9;605;1.1;0.47;0.18;0.17;62;2;-5;25%;7.7%;1;18
Six0x; TR;6;33.3%;5.3;3.0;1.3;4.0;9.2;409;60.1%;25.3;645;1.11;0.38;0.32;0.02;-310;-6;-266;33.3%;16.7%;0;-
Six10; SE;25;52%;3.9;4.5;2.6;5.5;9.5;448;63.6%;26.3;703;0.9;0.33;0.19;0.17;496;8;416;36%;8%;0;9
Sjakal; DK;14;28.6%;2.1;3.4;4.6;6.4;5.9;345;66.8%;16.2;444;1.01;0.23;0.18;0.26;-322;-6;-383;57.1%;7.1%;0;4
Skeanz; FR;14;35.7%;2.8;3.1;3.5;6.8;6.4;351;76.1%;16.6;436;1.15;0.23;0.23;0.2;-270;-4;-257;7.1%;7.1%;0;-
Skeeto; CL;15;53.3%;3.3;4.1;2.9;5.6;7.9;398;53%;23.7;663;1.01;0.36;0.18;0.16;-66;0;-165;6.7%;0%;0;4
SkewMond; FR;54;50%;4.6;2.9;2.0;6.4;6.8;367;67.7%;17.2;414;1.56;0.29;0.38;0.23;142;7;395;29.6%;5.6%;0;4
Skratt; AR;3;0%;1.8;0.7;4.0;6.3;4.4;279;79.4%;16.9;330;1.18;0.35;0.29;0.35;-1675;-54;-2139;33.3%;33.3%;0;-
SkyK; VN;26;53.8%;4.1;5.7;3.1;7.1;8.7;437;65.1%;24.4;683;1.21;0.47;0.27;0.2;-225;-5;-120;34.6%;3.8%;0;2
Skyy; MX;27;63%;4.4;4.8;2.8;7.6;8.2;420;70.2%;26.6;765;1.11;0.41;0.2;0.18;87;-2;-33;25.9%;0%;0;3
Slayer; KR;48;50%;3.3;4.8;3.1;5.2;9.5;446;70.5%;25.8;712;1.06;0.35;0.32;0.13;-21;0;-14;22.9%;25%;0;6
Sleyer; FR;14;35.7%;2.0;2.8;3.6;4.4;7.8;381;47.5%;25.2;642;0.9;0.31;0.16;0.11;-177;-2;-323;21.4%;14.3%;0;5
SlowQ; KR;40;60%;3.8;3.5;2.8;7.1;8.9;426;62.2%;24.3;662;1.14;0.46;0.24;0.2;117;2;92;17.5%;10%;0;8
Slowz; VN;17;29.4%;3.0;5.1;3.4;5.3;9.7;442;65.6%;27.2;717;0.99;0.35;0.24;0.16;94;8;93;35.3%;11.8%;0;4
Sm0oZi; BE;19;42.1%;3.6;4.3;2.6;5.2;8.9;411;58.5%;25.1;583;0.83;0.31;0.19;0.08;-75;-2;274;21.1%;5.3%;0;-
Smarty; CZ;9;0%;1.5;0.7;4.8;6.4;0.8;224;80.8%;8.4;196;2.88;1.38;0.38;0.4;-231;-7;-105;22.2%;22.2%;0;-
Smash; KR;35;54.3%;5.3;5.3;2.2;6.4;9.9;463;71.4%;26.1;731;1.29;0.4;0.4;0.15;383;6;108;37.1%;5.7%;2;6
Smurfe; NO;25;52%;2.8;3.4;2.7;4.2;8.3;402;46.2%;24.9;661;0.95;0.41;0.14;0.13;326;9;150;16%;4%;0;11
Sn1lle; SE;19;42.1%;2.5;3.2;3.7;6.0;6.0;348;59.5%;16.9;455;1.41;0.34;0.32;0.28;-137;-3;-151;31.6%;5.3%;0;3
Snaker; AR;28;46.4%;4.3;3.6;2.3;5.9;8.9;422;65.1%;22.7;597;1.02;0.4;0.26;0.17;-96;-6;-207;7.1%;17.9%;1;2
Sniller; DK;14;28.6%;1.8;1.2;5.9;9.1;1.1;248;72.8%;8.5;234;3.42;1.66;0.42;0.38;-245;-0;-370;35.7%;14.3%;0;2
Sniper; US;19;52.6%;2.8;3.3;3.1;5.2;7.9;389;52%;19.3;565;1.07;0.4;0.21;0.19;8;-2;-120;21.1%;26.3%;0;2
Snow Panda;;9;22.2%;1.7;0.8;5.4;8.6;1.2;242;70.4%;10.6;246;2.78;1.03;0.51;0.22;-173;5;152;0%;33.3%;0;-
Soboro; KR;45;51.1%;2.4;2.9;3.6;5.8;7.6;379;56.4%;23.2;607;0.86;0.35;0.15;0.1;-52;-1;-195;20%;11.1%;0;11
Sojo; PL;26;46.2%;3.4;2.1;3.1;8.4;6.0;345;59.6%;16.0;445;1.41;0.34;0.29;0.24;-153;-3;-70;15.4%;11.5%;0;1
Soldier; FR;27;70.4%;9.9;5.3;1.3;7.9;9.3;452;70.7%;23.8;662;0.81;0.25;0.26;0.04;411;-0;-25;37%;0%;0;2
Solokill; HK;26;34.6%;3.0;3.3;3.0;5.8;7.5;379;60.4%;21.8;563;0.91;0.43;0.1;0.18;-187;-;-;-;-;-;-
Solorio; MX;12;16.7%;3.4;5.4;3.6;6.7;7.7;407;69.3%;24.7;684;0.74;0.31;0.13;0.13;-145;-7;140;25%;0%;0;3
Soraaa; VN;39;56.4%;3.3;0.7;3.9;12.1;0.9;253;73.8%;6.6;182;3.6;1.94;0.36;0.6;84;-3;-92;30.8%;28.2%;0;-
Sotsy; FR;15;40%;2.5;3.0;3.9;6.7;7.1;362;60%;19.7;547;0.87;0.35;0.13;0.15;-163;-12;-94;20%;13.3%;0;6
SouI; TR;7;28.6%;2.1;2.0;6.0;10.7;0.9;262;69.4%;9.3;265;2.78;1.28;0.33;0.2;-162;-2;-220;28.6%;14.3%;0;1
Space; BE;25;48%;2.5;3.9;3.9;5.8;8.8;415;53.1%;24.3;685;0.62;0.31;0.12;0.05;-84;-3;46;16%;8%;0;2
Sparda; VN;34;73.5%;3.9;4.8;3.1;7.1;8.4;435;56.6%;25.6;769;1.03;0.49;0.14;0.15;558;9;272;26.5%;8.8%;0;18
Sparz; TR;17;17.6%;1.9;0.9;5.6;9.4;0.9;245;69%;8.8;214;3.02;1.64;0.28;0.34;-306;2;209;29.4%;11.8%;0;-
Spawn; CA;8;50%;5.4;5.0;1.9;5.1;9.5;438;60%;24.2;694;1.14;0.52;0.26;0.22;-153;4;17;12.5%;12.5%;0;2
Speedy; IT;4;25%;1.5;2.3;4.5;4.5;5.5;307;70.1%;15.4;386;1.33;0.25;0.33;0.17;-367;-10;-404;25%;25%;0;-
Spica; CN;38;63.2%;6.1;3.8;2.1;8.7;7.1;389;77%;18.7;504;1.44;0.27;0.35;0.2;325;12;559;26.3%;0%;0;9
Spirax; CA;26;69.2%;4.3;3.9;2.6;7.2;8.6;412;60.4%;25.0;683;1.05;0.4;0.2;0.21;224;6;260;26.9%;11.5%;0;14
Sponge; KR;42;33.3%;2.2;2.8;3.9;5.8;6.4;348;71.6%;17.8;432;1.6;0.34;0.42;0.29;-126;-1;-170;33.3%;19%;0;7
Spooder; SE;13;30.8%;1.8;2.1;3.7;4.5;6.7;338;44%;16.0;431;0.95;0.37;0.14;0.17;-235;-8;-80;23.1%;0%;0;5
Spooky; BG;27;70.4%;4.7;3.6;3.0;10.5;6.6;389;76.2%;17.7;489;1.4;0.23;0.35;0.19;476;3;191;51.9%;3.7%;0;4
Sriffow; CH;6;33.3%;1.7;2.5;5.3;6.7;5.9;339;65.3%;14.9;402;1.16;0.26;0.21;0.19;-706;-4;-438;33.3%;16.7%;0;-
Srtty; AU;21;28.6%;1.7;2.3;3.5;3.6;7.3;351;57.1%;22.6;511;1.03;0.43;0.19;0.21;-209;-5;-493;4.8%;19%;0;6
Ssaiko; CN;5;0%;1.4;1.2;5.6;6.8;5.0;300;74.5%;12.9;302;1.24;0.34;0.25;0.29;-1247;-33;-1582;20%;20%;0;1
StarRanger;;2;50%;4.6;2.5;2.5;9.0;7.9;377;50.9%;18.2;627;0.82;0.39;0.1;0.16;-961;-10;-609;0%;50%;0;-
StarScreen; TR;15;53.3%;2.9;2.4;2.8;5.8;7.9;387;59.1%;20.5;531;0.9;0.33;0.18;0.15;-46;1;-72;13.3%;13.3%;0;4
Starhide; VE;4;0%;1.1;1.0;5.0;4.3;1.1;220;69.2%;6.3;133;3.11;1.65;0.34;0.43;-261;0;284;25%;25%;0;-
Starlit; KR;43;44.2%;2.5;3.5;3.3;4.9;9.3;426;61%;26.4;656;1.26;0.34;0.34;0.18;-56;1;44;25.6%;16.3%;0;8
Starry; CN;19;26.3%;2.6;3.9;3.3;4.5;9.5;421;80.1%;26.8;602;1.16;0.39;0.34;0.14;-164;-;-;-;-;-;-
Steeelback; FR;27;70.4%;4.8;0.4;2.9;13.3;0.9;251;73.1%;6.5;178;3.16;1.73;0.27;0.46;174;-3;185;48.1%;7.4%;0;-
Steellar; MX;6;0%;1.5;2.2;4.0;3.7;6.9;336;69.4%;25.1;536;0.91;0.43;0.09;0.09;314;6;312;16.7%;0%;0;-
Stefan; RS;31;61.3%;5.2;3.8;2.5;9.3;6.6;382;75.1%;18.1;533;1.29;0.26;0.26;0.19;157;8;392;29%;6.5%;0;4
Steller; VN;7;57.1%;3.5;2.9;2.3;5.1;8.3;387;59.5%;21.6;511;0.96;0.45;0.16;0.18;-184;-12;-196;28.6%;28.6%;0;4
Stend; FR;25;44%;2.5;0.5;3.6;8.5;1.1;236;74.9%;7.5;184;3.68;1.8;0.5;0.45;-49;-2;17;28%;16%;0;1
Stepz; VE;29;65.5%;5.0;4.9;2.9;9.8;6.8;398;78.2%;22.1;627;1.37;0.31;0.26;0.26;401;9;442;48.3%;0%;0;11
StineR; BR;8;37.5%;3.0;2.6;3.6;8.4;6.4;354;76.7%;17.3;410;1.25;0.3;0.26;0.26;242;-3;-40;50%;25%;0;-
Sting; BR;5;0%;1.2;2.6;4.4;2.6;5.9;323;70.8%;20.7;436;1.41;0.32;0.3;0.27;-103;3;-55;60%;0%;0;1
Stormax; FR;14;35.7%;2.4;2.3;3.4;5.8;5.9;327;73.8%;15.7;369;1.47;0.35;0.31;0.32;-253;-4;-181;14.3%;14.3%;0;2
Strai; EC;21;28.6%;1.5;3.0;4.4;3.7;7.4;382;52.6%;22.7;607;0.71;0.36;0.07;0.05;-416;-4;-480;14.3%;23.8%;0;9
Strensh; CL;27;51.9%;5.4;4.5;2.0;6.3;8.9;427;69.4%;25.0;677;0.8;0.37;0.16;0.08;47;0;-61;11.1%;0%;0;4
Strode; CZ;32;59.4%;5.0;4.6;2.0;5.3;9.9;452;58.6%;25.4;684;0.86;0.35;0.19;0.08;212;7;310;37.5%;3.1%;0;9
Sty1e; VN;9;55.6%;3.7;3.3;3.0;7.9;8.2;400;67.5%;23.1;677;1.33;0.44;0.38;0.13;-223;-5;-226;33.3%;22.2%;0;-
Sully; MX;4;0%;1.4;1.3;4.3;4.5;6.7;318;60.6%;17.0;351;0.42;0.2;0.03;0.0;-2385;-42;-734;0%;25%;0;-
Summit; KR;26;50%;1.7;2.5;4.8;5.5;8.2;392;52.5%;24.9;674;1.09;0.38;0.24;0.15;65;5;81;23.1%;19.2%;0;12
Sunblast; AR;27;51.9%;2.1;2.5;3.3;4.6;8.1;384;47%;21.2;545;0.95;0.39;0.14;0.2;-122;-0;-270;7.4%;18.5%;0;8
Sunfry; FR;9;33.3%;1.9;1.4;6.1;9.9;0.9;235;67.1%;8.0;213;3.02;1.46;0.36;0.45;43;-4;236;22.2%;22.2%;0;1
Supa; ES;48;54.2%;5.5;5.1;1.7;4.4;9.9;454;67.4%;26.8;649;1.09;0.33;0.37;0.07;-24;-1;-173;33.3%;4.2%;0;3
SuperCleber; BR;8;37.5%;3.4;2.3;2.4;5.9;7.6;366;52.8%;20.6;492;0.94;0.47;0.11;0.15;-262;-5;-212;25%;0%;0;1
Sushee; CA;5;80%;7.0;5.2;1.8;7.4;8.7;429;64.4%;31.1;866;0.83;0.35;0.22;0.14;-518;-13;-182;0%;0%;0;-
Sw3ry; CZ;16;18.8%;2.2;0.8;4.8;9.5;0.8;231;72.1%;6.6;163;3.21;1.6;0.31;0.43;-133;-2;-153;6.3%;18.8%;0;2
Sweeho; VE;4;50%;3.7;3.5;3.8;10.3;7.7;384;61.5%;24.2;733;0.88;0.23;0.19;0.12;-503;-3;219;0%;0%;0;-
Sword; US;33;42.4%;3.9;3.4;2.5;6.4;8.2;391;72%;25.5;639;0.97;0.42;0.18;0.21;-126;-0;-106;27.3%;12.1%;0;5
Sylvie; KR;39;41%;3.3;2.5;3.1;7.7;6.2;349;73.4%;15.0;413;1.54;0.39;0.32;0.36;-68;-3;-66;41%;5.1%;0;1
Syzyfek; PL;33;48.5%;4.7;5.0;2.3;5.9;9.1;443;64.7%;27.7;783;0.93;0.35;0.22;0.12;-54;-4;14;27.3%;9.1%;0;7
Szygenda; DK;49;65.3%;3.6;3.4;2.5;5.7;8.3;410;55.2%;24.4;616;1.03;0.35;0.21;0.12;437;13;362;14.3%;12.2%;0;11
TFblade; IR;38;63.2%;2.5;2.7;3.5;6.1;7.6;386;53.7%;20.2;535;0.79;0.36;0.13;0.08;-108;-1;-84;15.8%;15.8%;0;11
TIESEL; GR;1;100%;1.4;3.0;5.0;4.0;7.0;368;28%;10.2;309;0.64;0.3;0.19;0.11;-1877;-55;-1244;0%;100%;0;1
TNS; TW;40;42.5%;2.7;1.1;5.4;13.6;1.1;261;66%;7.8;251;3.52;1.72;0.51;0.55;-192;-1;-163;20%;17.5%;0;3
TQ; VN;10;30%;2.4;0.8;5.8;13.2;1.0;264;78.7%;9.8;255;3.11;1.98;0.3;0.53;-427;-1;273;20%;30%;0;1
TT; VN;30;50%;3.2;4.1;3.6;7.4;8.1;408;58.5%;24.5;690;1.12;0.48;0.22;0.23;-326;-8;-193;16.7%;3.3%;0;8
Tactical; US;31;77.4%;6.2;5.9;1.7;4.9;9.5;466;64.9%;27.9;768;1.12;0.45;0.27;0.13;280;4;107;12.9%;3.2%;0;9
Taeyoon; KR;75;45.3%;4.4;4.7;2.4;5.9;9.0;432;67.9%;28.7;762;1.32;0.43;0.43;0.14;-80;-;-;-;-;-;-
Tahahy; VN;35;48.6%;3.3;0.9;3.8;11.6;1.2;259;74.5%;7.2;202;3.53;1.76;0.47;0.66;-22;3;96;20%;5.7%;0;-
Taiyaki; JP;8;37.5%;3.1;1.0;4.6;13.1;0.9;252;63.3%;6.5;204;3.34;1.51;0.42;0.46;-100;4;-219;25%;12.5%;0;1
TakeSet; DK;19;52.6%;5.4;4.3;1.9;5.9;9.5;438;70.1%;26.6;715;1.2;0.38;0.39;0.08;-32;4;51;26.3%;5.3%;0;2
Taki; VN;23;56.5%;4.4;0.5;2.5;10.5;1.0;249;74.3%;8.6;206;3.54;1.86;0.43;0.45;150;-3;-29;21.7%;8.7%;0;1
TamoZ; FR;26;38.5%;1.6;3.1;4.7;4.2;7.9;395;50.9%;25.5;692;0.76;0.32;0.12;0.06;77;1;-138;30.8%;7.7%;0;11
Tangyuan; CN;20;30%;3.1;3.1;2.8;5.7;8.4;385;70.4%;24.7;589;1.19;0.38;0.29;0.18;198;-;-;-;-;-;-
Tao; IT;14;35.7%;2.5;3.1;3.4;5.6;8.4;400;60.3%;23.9;578;0.85;0.35;0.12;0.09;803;14;581;7.1%;21.4%;0;8
Targamas; BE;41;65.9%;3.6;0.6;3.1;10.7;1.1;255;72.7%;7.1;193;3.75;1.75;0.52;0.45;-80;1;-194;19.5%;22%;0;-
Tarzan; KR;85;68.2%;5.2;3.7;2.6;9.4;6.8;381;72.7%;18.2;514;1.57;0.35;0.32;0.29;146;6;322;4.7%;0%;0;1
Tasteless; RS;31;61.3%;4.6;0.5;2.8;12.5;0.9;252;67.9%;6.8;202;3.08;1.59;0.27;0.42;-54;1;163;22.6%;6.5%;0;-
Tatu; BR;42;59.5%;4.8;3.6;2.4;8.0;6.7;378;71.5%;15.9;434;1.45;0.29;0.34;0.23;-27;-0;-42;31%;9.5%;0;6
Tayron; TR;17;58.8%;2.9;3.5;3.1;5.5;7.0;367;52.4%;22.4;628;0.73;0.32;0.1;0.05;-190;1;34;5.9%;11.8%;0;6
Techoteco; DE;21;28.6%;2.6;2.7;4.0;7.8;6.0;341;72.5%;17.9;510;1.15;0.18;0.28;0.14;-240;-7;-303;28.6%;9.5%;0;2
Teddy; KR;38;47.4%;4.8;4.7;2.2;5.6;9.5;439;70.5%;25.6;697;1.3;0.49;0.33;0.14;132;0;-26;39.5%;5.3%;0;2
Tele; JP;1;0%;2.0;5.0;5.0;5.0;8.4;402;76.9%;35.1;657;0.76;0.36;0.15;0.07;2060;34;1031;0%;100%;0;-
Tempester; KR;46;43.5%;3.4;2.8;2.9;6.9;8.5;395;59.7%;23.5;629;0.95;0.39;0.19;0.2;-192;-4;-79;23.9%;4.3%;0;2
TenT; JP;9;11.1%;2.0;3.2;4.4;5.6;8.1;377;65.7%;22.6;531;0.49;0.22;0.11;0.03;-583;-8;-236;22.2%;11.1%;0;-
Tenacity; CA;8;50%;2.6;3.1;3.5;6.0;8.1;394;54.6%;25.1;700;0.81;0.33;0.17;0.08;318;11;291;12.5%;12.5%;0;4
Thanatos; KR;32;68.8%;4.4;3.2;2.2;6.5;8.5;410;54.6%;23.9;643;1.05;0.31;0.23;0.14;162;7;155;18.8%;9.4%;0;11
Thayger; ES;51;64.7%;4.8;4.2;2.7;8.7;6.8;389;72.4%;17.4;481;1.36;0.27;0.32;0.19;74;4;108;25.5%;9.8%;0;9
TheSerius; GR;10;10%;1.5;2.6;3.9;3.2;7.6;377;57.8%;25.8;534;0.93;0.43;0.12;0.09;-412;-15;-618;0%;30%;0;5
TheShy; KR;75;58.7%;2.5;2.9;3.7;6.4;7.7;387;54.4%;23.7;661;0.89;0.32;0.17;0.11;134;-;-;-;-;-;-
Theocacs; FR;19;52.6%;2.9;1.7;3.8;9.4;5.7;327;73.2%;15.4;417;1.32;0.28;0.28;0.26;-243;-10;-277;26.3%;26.3%;0;1
Thomas; HR;15;53.3%;2.5;0.3;4.1;10.0;1.1;244;60.2%;7.2;191;3.5;1.72;0.42;0.34;85;3;23;20%;26.7%;0;-
Thorfin; VN;5;0%;1.8;3.6;6.2;7.6;5.6;345;78.9%;17.7;437;1.14;0.3;0.21;0.23;-6;-7;-672;20%;60%;0;2
Thumb; KR;6;0%;1.1;0.2;5.0;5.3;1.1;217;72%;8.7;180;3.67;1.98;0.56;0.61;-296;-2;-107;16.7%;16.7%;0;-
ThunderPeng; PT;9;33.3%;2.4;0.7;5.2;12.0;0.9;245;74.1%;10.5;290;2.94;1.32;0.31;0.18;-160;1;233;33.3%;0%;0;1
Tian; CN;67;46.3%;3.4;3.0;3.0;7.2;6.9;367;72.3%;18.3;452;1.57;0.35;0.36;0.3;28;-;-;-;-;-;-
Tima; JP;5;20%;2.2;3.2;3.8;5.2;6.6;354;63.3%;16.0;349;1.08;0.19;0.25;0.15;5;8;412;40%;0%;0;-
Time; PT;15;53.3%;3.6;4.5;3.2;6.9;7.0;384;75.6%;18.4;494;1.31;0.33;0.26;0.24;460;13;651;26.7%;0%;0;3
Tinowns; BR;26;46.2%;3.0;2.8;2.3;4.3;8.7;395;56.9%;26.0;612;1.22;0.51;0.27;0.26;-50;-1;-25;15.4%;3.8%;0;5
Titan; BR;29;69%;5.4;4.7;2.1;6.4;9.8;457;67%;28.3;773;1.41;0.47;0.41;0.17;304;7;98;20.7%;6.9%;0;-
Toasty; US;8;50%;4.7;5.9;2.5;5.9;8.5;435;68.5%;27.8;802;0.97;0.35;0.22;0.12;511;6;613;0%;12.5%;0;2
Toayin; MX;2;0%;0.8;1.0;6.5;4.5;1.1;240;92.9%;9.5;223;1.88;0.87;0.28;0.21;-624;2;-60;50%;0%;0;1
Tochas; PT;11;45.5%;2.2;0.9;5.3;10.6;1.1;252;71.7%;9.2;226;3.34;1.62;0.44;0.35;-79;-1;-112;36.4%;18.2%;0;-
Tockimo; DE;25;44%;2.1;0.7;5.2;10.2;0.9;239;68.6%;8.1;204;3.51;1.86;0.32;0.47;-120;-0;82;12%;24%;0;-
Toffe; LT;11;9.1%;2.4;3.3;3.8;5.8;8.5;388;74.3%;28.0;718;0.96;0.35;0.23;0.21;7;-5;-144;27.3%;9.1%;0;2
Tomio; CA;31;77.4%;6.0;2.9;2.0;8.8;6.8;374;70.1%;15.8;443;1.48;0.27;0.34;0.2;109;5;250;16.1%;9.7%;0;4
Tomo; US;21;28.6%;2.6;3.0;2.8;4.1;9.1;403;61.7%;29.7;696;0.94;0.36;0.26;0.1;-93;0;-162;14.3%;14.3%;0;2
Tomrio; VN;31;74.2%;4.4;2.9;3.3;11.8;6.4;372;71.2%;13.9;424;1.53;0.4;0.33;0.37;-15;-5;-155;32.3%;16.1%;0;9
ToongE; GB;39;69.2%;4.7;4.6;2.6;7.8;8.9;440;61.1%;26.8;810;1.19;0.44;0.32;0.17;162;1;62;15.4%;5.1%;0;2
TopLop; AR;29;65.5%;3.5;0.8;3.9;13.1;1.1;255;74.1%;9.2;266;3.25;1.58;0.43;0.38;73;3;227;34.5%;17.2%;0;1
Tory; KR;8;37.5%;3.4;4.4;3.8;8.5;6.9;401;60.3%;25.6;802;0.87;0.26;0.17;0.16;755;3;221;37.5%;0%;0;8
Totoro1; VN;2;0%;0.8;0.0;8.0;6.5;0.9;222;69.3%;9.7;205;3.23;2.04;0.32;0.49;-686;2;20;0%;100%;0;-
Tracyn; PL;36;58.3%;3.7;3.8;2.4;5.0;8.4;416;56.5%;23.7;665;0.84;0.29;0.13;0.11;628;16;444;13.9%;0%;0;17
