tournament,date,Team,GP,AGT,KD,CKPM,GPR,GSPD,EGR,MLR,GD15,FB%,FT%,F3T%,PPG,HLD%,GRB%,FD%,DRG%,ELD%,FBN%,BN%,LNE%,JNG%,WPM,CWPM,WCPM,winrate%
LEC 2025 Spring Playoffs,2025-05-25,G2 Esports,4,32.6,1.16,0.94,-0.75,-0.02,32.2,42.8,-1117.0,0.5,0.25,0.0,3.5,0.25,0.42,0.25,0.5,,0.5,0.75,0.499,0.47100000000000003,3.05,0.96,1.45,0.75
LEC 2025 Spring Playoffs,2025-05-25,Karmine Corp,5,36.3,0.72,0.84,-0.41,-0.06,41.9,-1.9,-229.0,0.4,0.6,0.8,3.2,0.6,0.73,0.4,0.44,,0.2,0.43,0.498,0.479,3.49,1.23,1.58,0.4
LEC 2025 Spring Playoffs,2025-05-25,Movistar KOI,5,36.3,1.39,0.84,0.41,0.06,58.1,1.9,229.0,0.6,0.4,0.2,5.0,0.4,0.27,0.6,0.56,,0.8,0.57,0.502,0.521,3.57,1.2,1.83,0.6
LEC 2025 Spring Playoffs,2025-05-26,Fnatic,4,32.6,0.86,0.94,0.75,0.02,67.8,-42.8,1117.0,0.5,0.75,1.0,5.8,0.75,0.58,0.75,0.5,,0.25,0.25,0.501,0.529,3.3,1.09,1.49,0.25
LEC 2025 Spring Playoffs,2025-05-26,G2 Esports,8,34.4,1.32,0.8,0.37,0.006999999999999999,46.4,28.6,71.0,0.63,0.63,0.5,4.3,0.5,0.46,0.5,0.56,0.0,0.63,0.7,0.493,0.514,3.14,1.07,1.55,0.75
LEC 2025 Spring Playoffs,2025-05-26,Karmine Corp,5,36.3,0.72,0.84,-0.41,-0.06,41.9,-1.9,-229.0,0.4,0.6,0.8,3.2,0.6,0.73,0.4,0.44,,0.2,0.43,0.498,0.479,3.49,1.23,1.58,0.4
LEC 2025 Spring Playoffs,2025-05-26,Movistar KOI,9,36.2,1.03,0.77,-0.39,0.018000000000000002,49.8,-5.4,-432.0,0.44,0.22,0.11,3.6,0.33,0.37,0.44,0.48,1.0,0.56,0.46,0.507,0.486,3.51,1.14,1.68,0.4444444444444444
LEC 2025 Spring Playoffs,2025-05-31,Fnatic,8,32.5,1.14,0.91,0.61,0.017,57.3,-7.3,212.0,0.38,0.63,0.75,5.4,0.75,0.54,0.75,0.66,,0.5,0.5,0.503,0.531,3.41,1.18,1.56,0.5
LEC 2025 Spring Playoffs,2025-05-31,G2 Esports,8,34.4,1.32,0.8,0.37,0.006999999999999999,46.4,28.6,71.0,0.63,0.63,0.5,4.3,0.5,0.46,0.5,0.56,0.0,0.63,0.7,0.493,0.514,3.14,1.07,1.55,0.75
LEC 2025 Spring Playoffs,2025-05-31,GiantX,4,32.3,0.64,0.87,-0.47,-0.015,53.3,-28.3,693.0,0.75,0.5,0.5,4.0,0.25,0.5,0.25,0.18,,0.25,0.25,0.495,0.46799999999999997,3.4,1.27,1.59,0.25
LEC 2025 Spring Playoffs,2025-05-31,Karmine Corp,5,36.3,0.72,0.84,-0.41,-0.06,41.9,-1.9,-229.0,0.4,0.6,0.8,3.2,0.6,0.73,0.4,0.44,,0.2,0.43,0.498,0.479,3.49,1.23,1.58,0.4
LEC 2025 Spring Playoffs,2025-05-31,Movistar KOI,9,36.2,1.03,0.77,-0.39,0.018000000000000002,49.8,-5.4,-432.0,0.44,0.22,0.11,3.6,0.33,0.37,0.44,0.48,1.0,0.56,0.46,0.507,0.486,3.51,1.14,1.68,0.4444444444444444
LEC 2025 Spring Playoffs,2025-06-01,Fnatic,8,32.5,1.14,0.91,0.61,0.017,57.3,-7.3,212.0,0.38,0.63,0.75,5.4,0.75,0.54,0.75,0.66,,0.5,0.5,0.503,0.531,3.41,1.18,1.56,0.5
LEC 2025 Spring Playoffs,2025-06-01,G2 Esports,8,34.4,1.32,0.8,0.37,0.006999999999999999,46.4,28.6,71.0,0.63,0.63,0.5,4.3,0.5,0.46,0.5,0.56,0.0,0.63,0.7,0.493,0.514,3.14,1.07,1.55,0.75
LEC 2025 Spring Playoffs,2025-06-01,GiantX,4,32.3,0.64,0.87,-0.47,-0.015,53.3,-28.3,693.0,0.75,0.5,0.5,4.0,0.25,0.5,0.25,0.18,,0.25,0.25,0.495,0.46799999999999997,3.4,1.27,1.59,0.25
LEC 2025 Spring Playoffs,2025-06-01,Karmine Corp,9,34.0,1.04,0.77,0.33,0.015,52.8,2.7,428.0,0.44,0.78,0.89,3.6,0.78,0.44,0.33,0.52,,0.56,0.67,0.504,0.495,3.45,1.19,1.61,0.5555555555555556
LEC 2025 Spring Playoffs,2025-06-01,Movistar KOI,9,36.2,1.03,0.77,-0.39,0.018000000000000002,49.8,-5.4,-432.0,0.44,0.22,0.11,3.6,0.33,0.37,0.44,0.48,1.0,0.56,0.46,0.507,0.486,3.51,1.14,1.68,0.4444444444444444
LEC 2025 Spring Playoffs,2025-06-01,Team Heretics,4,31.2,0.46,0.66,-1.39,-0.11,33.5,-8.5,-1249.0,0.5,0.0,0.0,2.8,0.0,0.92,0.75,0.37,,0.0,0.0,0.489,0.485,3.28,1.12,1.52,0.25
LEC 2025 Spring Playoffs,2025-06-02,Fnatic,11,32.1,0.89,0.89,0.09,-0.02,49.8,-13.4,-81.0,0.55,0.55,0.64,5.0,0.64,0.45,0.55,0.5,,0.36,0.33,0.502,0.513,3.44,1.23,1.55,0.36363636363636365
LEC 2025 Spring Playoffs,2025-06-02,G2 Esports,8,34.4,1.32,0.8,0.37,0.006999999999999999,46.4,28.6,71.0,0.63,0.63,0.5,4.3,0.5,0.46,0.5,0.56,0.0,0.63,0.7,0.493,0.514,3.14,1.07,1.55,0.75
LEC 2025 Spring Playoffs,2025-06-02,GiantX,4,32.3,0.64,0.87,-0.47,-0.015,53.3,-28.3,693.0,0.75,0.5,0.5,4.0,0.25,0.5,0.25,0.18,,0.25,0.25,0.495,0.46799999999999997,3.4,1.27,1.59,0.25
LEC 2025 Spring Playoffs,2025-06-02,Karmine Corp,12,33.3,1.28,0.79,0.57,0.042,57.2,9.5,536.0,0.33,0.75,0.83,3.8,0.75,0.53,0.5,0.61,,0.67,0.75,0.503,0.505,3.45,1.21,1.56,0.6666666666666666
LEC 2025 Spring Playoffs,2025-06-02,Movistar KOI,9,36.2,1.03,0.77,-0.39,0.018000000000000002,49.8,-5.4,-432.0,0.44,0.22,0.11,3.6,0.33,0.37,0.44,0.48,1.0,0.56,0.46,0.507,0.486,3.51,1.14,1.68,0.4444444444444444
LEC 2025 Spring Playoffs,2025-06-02,Team Heretics,4,31.2,0.46,0.66,-1.39,-0.11,33.5,-8.5,-1249.0,0.5,0.0,0.0,2.8,0.0,0.92,0.75,0.37,,0.0,0.0,0.489,0.485,3.28,1.12,1.52,0.25
LEC 2025 Spring Playoffs,2025-06-07,Fnatic,11,32.1,0.89,0.89,0.09,-0.02,49.8,-13.4,-81.0,0.55,0.55,0.64,5.0,0.64,0.45,0.55,0.5,,0.36,0.33,0.502,0.513,3.44,1.23,1.55,0.36363636363636365
LEC 2025 Spring Playoffs,2025-06-07,G2 Esports,8,34.4,1.32,0.8,0.37,0.006999999999999999,46.4,28.6,71.0,0.63,0.63,0.5,4.3,0.5,0.46,0.5,0.56,0.0,0.63,0.7,0.493,0.514,3.14,1.07,1.55,0.75
LEC 2025 Spring Playoffs,2025-06-07,GiantX,4,32.3,0.64,0.87,-0.47,-0.015,53.3,-28.3,693.0,0.75,0.5,0.5,4.0,0.25,0.5,0.25,0.18,,0.25,0.25,0.495,0.46799999999999997,3.4,1.27,1.59,0.25
LEC 2025 Spring Playoffs,2025-06-07,Karmine Corp,17,33.0,1.18,0.79,0.48,0.048,54.9,4.0,261.0,0.41,0.76,0.76,3.5,0.76,0.45,0.65,0.62,1.0,0.65,0.68,0.503,0.508,3.41,1.18,1.57,0.5882352941176471
LEC 2025 Spring Playoffs,2025-06-07,Movistar KOI,14,34.7,1.03,0.77,-0.35,-0.011000000000000001,50.1,-0.1,-134.0,0.43,0.21,0.21,3.4,0.29,0.5,0.29,0.44,0.5,0.5,0.47,0.504,0.486,3.46,1.11,1.65,0.5
LEC 2025 Spring Playoffs,2025-06-07,Team Heretics,4,31.2,0.46,0.66,-1.39,-0.11,33.5,-8.5,-1249.0,0.5,0.0,0.0,2.8,0.0,0.92,0.75,0.37,,0.0,0.0,0.489,0.485,3.28,1.12,1.52,0.25
LEC 2025 Spring Playoffs,2025-06-08,Fnatic,11,32.1,0.89,0.89,0.09,-0.02,49.8,-13.4,-81.0,0.55,0.55,0.64,5.0,0.64,0.45,0.55,0.5,,0.36,0.33,0.502,0.513,3.44,1.23,1.55,0.36363636363636365
LEC 2025 Spring Playoffs,2025-06-08,G2 Esports,12,35.7,1.12,0.76,-0.04,-0.018000000000000002,49.9,8.4,16.0,0.58,0.58,0.5,4.0,0.5,0.39,0.67,0.52,0.0,0.58,0.65,0.493,0.505,3.16,1.06,1.51,0.5833333333333334
LEC 2025 Spring Playoffs,2025-06-08,GiantX,4,32.3,0.64,0.87,-0.47,-0.015,53.3,-28.3,693.0,0.75,0.5,0.5,4.0,0.25,0.5,0.25,0.18,,0.25,0.25,0.495,0.46799999999999997,3.4,1.27,1.59,0.25
LEC 2025 Spring Playoffs,2025-06-08,Karmine Corp,17,33.0,1.18,0.79,0.48,0.048,54.9,4.0,261.0,0.41,0.76,0.76,3.5,0.76,0.45,0.65,0.62,1.0,0.65,0.68,0.503,0.508,3.41,1.18,1.57,0.5882352941176471
LEC 2025 Spring Playoffs,2025-06-08,Movistar KOI,18,35.5,1.08,0.75,-0.08,0.006,48.5,7.0,-84.0,0.44,0.28,0.28,3.7,0.33,0.56,0.22,0.47,0.67,0.5,0.46,0.505,0.49200000000000005,3.41,1.11,1.63,0.5555555555555556
LEC 2025 Spring Playoffs,2025-06-08,Team Heretics,4,31.2,0.46,0.66,-1.39,-0.11,33.5,-8.5,-1249.0,0.5,0.0,0.0,2.8,0.0,0.92,0.75,0.37,,0.0,0.0,0.489,0.485,3.28,1.12,1.52,0.25
LCK 2025 Rounds 1-2,2025-04-02,DN Freecs,2,32.1,0.44,0.87,-1.58,-0.095,35.2,-35.2,-944.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.22,,0.5,0.5,0.48100000000000004,0.475,3.01,1.3,1.36,0.0
LCK 2025 Rounds 1-2,2025-04-02,DRX,2,32.1,2.17,0.87,1.58,0.095,64.8,35.2,944.0,1.0,1.0,1.0,4.0,0.5,0.0,1.0,0.78,,0.5,0.5,0.519,0.525,3.11,1.11,1.5,1.0
LCK 2025 Rounds 1-2,2025-04-02,Gen.G,2,28.8,3.0,1.11,2.49,0.23199999999999998,70.0,30.0,1796.0,0.5,0.5,1.0,2.5,0.5,0.67,0.5,0.75,,1.0,1.0,0.518,0.55,3.45,1.47,1.64,1.0
LCK 2025 Rounds 1-2,2025-04-02,Hanwha Life Esports,2,28.8,0.33,1.11,-2.49,-0.23199999999999998,30.0,-30.0,-1796.0,0.5,0.5,0.0,1.0,0.5,0.33,0.5,0.25,,0.0,0.0,0.48200000000000004,0.45,2.91,1.09,1.26,0.0
LCK 2025 Rounds 1-2,2025-04-03,BNK FEARX,3,30.7,0.82,0.89,-0.61,-0.063,47.1,-13.8,-379.0,0.67,0.33,0.67,4.0,0.33,0.56,1.0,0.62,,0.33,0.33,0.5,0.473,3.23,1.46,1.48,0.3333333333333333
LCK 2025 Rounds 1-2,2025-04-03,DN Freecs,2,32.1,0.44,0.87,-1.58,-0.095,35.2,-35.2,-944.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.22,,0.5,0.5,0.48100000000000004,0.475,3.01,1.3,1.36,0.0
LCK 2025 Rounds 1-2,2025-04-03,Dplus KIA,3,30.7,1.22,0.89,0.61,0.063,52.9,13.8,379.0,0.33,0.67,0.33,3.3,0.67,0.44,0.0,0.38,,0.67,0.67,0.5,0.527,3.26,1.33,1.48,0.6666666666666666
LCK 2025 Rounds 1-2,2025-04-03,DRX,2,32.1,2.17,0.87,1.58,0.095,64.8,35.2,944.0,1.0,1.0,1.0,4.0,0.5,0.0,1.0,0.78,,0.5,0.5,0.519,0.525,3.11,1.11,1.5,1.0
LCK 2025 Rounds 1-2,2025-04-03,Gen.G,2,28.8,3.0,1.11,2.49,0.23199999999999998,70.0,30.0,1796.0,0.5,0.5,1.0,2.5,0.5,0.67,0.5,0.75,,1.0,1.0,0.518,0.55,3.45,1.47,1.64,1.0
LCK 2025 Rounds 1-2,2025-04-03,Hanwha Life Esports,2,28.8,0.33,1.11,-2.49,-0.23199999999999998,30.0,-30.0,-1796.0,0.5,0.5,0.0,1.0,0.5,0.33,0.5,0.25,,0.0,0.0,0.48200000000000004,0.45,2.91,1.09,1.26,0.0
LCK 2025 Rounds 1-2,2025-04-03,Nongshim RedForce,2,34.4,1.78,0.93,1.05,0.032,55.3,44.7,437.0,1.0,1.0,1.0,2.0,0.5,0.67,0.5,0.63,,1.0,1.0,0.491,0.516,3.97,1.8,1.47,1.0
LCK 2025 Rounds 1-2,2025-04-03,OKSavingsBank BRION,2,34.4,0.56,0.93,-1.05,-0.032,44.7,-44.7,-437.0,0.0,0.0,0.0,2.5,0.5,0.33,0.5,0.38,,0.0,0.0,0.509,0.484,3.52,1.34,1.76,0.0
LCK 2025 Rounds 1-2,2025-04-04,BNK FEARX,3,30.7,0.82,0.89,-0.61,-0.063,47.1,-13.8,-379.0,0.67,0.33,0.67,4.0,0.33,0.56,1.0,0.62,,0.33,0.33,0.5,0.473,3.23,1.46,1.48,0.3333333333333333
LCK 2025 Rounds 1-2,2025-04-04,DN Freecs,2,32.1,0.44,0.87,-1.58,-0.095,35.2,-35.2,-944.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,0.22,,0.5,0.5,0.48100000000000004,0.475,3.01,1.3,1.36,0.0
LCK 2025 Rounds 1-2,2025-04-04,Dplus KIA,3,30.7,1.22,0.89,0.61,0.063,52.9,13.8,379.0,0.33,0.67,0.33,3.3,0.67,0.44,0.0,0.38,,0.67,0.67,0.5,0.527,3.26,1.33,1.48,0.6666666666666666
LCK 2025 Rounds 1-2,2025-04-04,DRX,4,33.0,1.04,0.87,0.54,-0.013999999999999999,63.7,-13.7,845.0,0.75,0.75,0.75,4.3,0.75,0.29,0.75,0.5,,0.25,0.25,0.506,0.491,3.15,1.03,1.48,0.5
LCK 2025 Rounds 1-2,2025-04-04,Gen.G,2,28.8,3.0,1.11,2.49,0.23199999999999998,70.0,30.0,1796.0,0.5,0.5,1.0,2.5,0.5,0.67,0.5,0.75,,1.0,1.0,0.518,0.55,3.45,1.47,1.64,1.0
LCK 2025 Rounds 1-2,2025-04-04,Hanwha Life Esports,5,31.6,0.7,0.94,-0.62,-0.039,50.3,-10.3,-224.0,0.4,0.6,0.4,3.0,0.6,0.43,0.6,0.52,,0.2,0.25,0.502,0.503,3.27,1.21,1.67,0.4
LCK 2025 Rounds 1-2,2025-04-04,KT Rolster,3,33.4,0.85,0.85,-0.46,-0.09,36.1,-2.8,-824.0,0.67,0.33,0.33,3.3,0.33,0.5,0.33,0.31,,0.33,0.5,0.484,0.461,3.71,1.41,1.6,0.3333333333333333
LCK 2025 Rounds 1-2,2025-04-04,Nongshim RedForce,2,34.4,1.78,0.93,1.05,0.032,55.3,44.7,437.0,1.0,1.0,1.0,2.0,0.5,0.67,0.5,0.63,,1.0,1.0,0.491,0.516,3.97,1.8,1.47,1.0
LCK 2025 Rounds 1-2,2025-04-04,OKSavingsBank BRION,2,34.4,0.56,0.93,-1.05,-0.032,44.7,-44.7,-437.0,0.0,0.0,0.0,2.5,0.5,0.33,0.5,0.38,,0.0,0.0,0.509,0.484,3.52,1.34,1.76,0.0
LCK 2025 Rounds 1-2,2025-04-04,T1,2,33.9,1.95,0.87,0.45,0.124,37.5,62.5,-746.0,0.5,0.5,0.5,1.5,0.0,0.42,0.5,0.78,,1.0,1.0,0.507,0.5429999999999999,3.5,1.23,1.55,1.0
LCK 2025 Rounds 1-2,2025-04-05,BNK FEARX,6,30.5,0.93,0.86,-0.49,-0.042,53.3,-3.3,-26.0,0.33,0.33,0.5,4.3,0.17,0.61,0.83,0.68,,0.33,0.4,0.494,0.488,3.42,1.39,1.51,0.5
LCK 2025 Rounds 1-2,2025-04-05,DN Freecs,4,37.1,0.67,0.91,-0.37,-0.055,51.4,-51.4,-19.0,0.25,0.5,0.5,3.0,0.5,0.88,0.5,0.33,0.0,0.25,0.29,0.48700000000000004,0.493,3.45,1.41,1.5,0.0
LCK 2025 Rounds 1-2,2025-04-05,Dplus KIA,3,30.7,1.22,0.89,0.61,0.063,52.9,13.8,379.0,0.33,0.67,0.33,3.3,0.67,0.44,0.0,0.38,,0.67,0.67,0.5,0.527,3.26,1.33,1.48,0.6666666666666666
LCK 2025 Rounds 1-2,2025-04-05,DRX,4,33.0,1.04,0.87,0.54,-0.013999999999999999,63.7,-13.7,845.0,0.75,0.75,0.75,4.3,0.75,0.29,0.75,0.5,,0.25,0.25,0.506,0.491,3.15,1.03,1.48,0.5
LCK 2025 Rounds 1-2,2025-04-05,Gen.G,2,28.8,3.0,1.11,2.49,0.23199999999999998,70.0,30.0,1796.0,0.5,0.5,1.0,2.5,0.5,0.67,0.5,0.75,,1.0,1.0,0.518,0.55,3.45,1.47,1.64,1.0
LCK 2025 Rounds 1-2,2025-04-05,Hanwha Life Esports,5,31.6,0.7,0.94,-0.62,-0.039,50.3,-10.3,-224.0,0.4,0.6,0.4,3.0,0.6,0.43,0.6,0.52,,0.2,0.25,0.502,0.503,3.27,1.21,1.67,0.4
LCK 2025 Rounds 1-2,2025-04-05,KT Rolster,3,33.4,0.85,0.85,-0.46,-0.09,36.1,-2.8,-824.0,0.67,0.33,0.33,3.3,0.33,0.5,0.33,0.31,,0.33,0.5,0.484,0.461,3.71,1.41,1.6,0.3333333333333333
LCK 2025 Rounds 1-2,2025-04-05,Nongshim RedForce,4,38.3,1.38,0.93,0.17,0.023,43.9,56.1,-234.0,0.75,0.5,0.5,1.8,0.5,0.46,0.25,0.6,1.0,1.0,0.88,0.499,0.502,3.9,1.72,1.62,1.0
LCK 2025 Rounds 1-2,2025-04-05,OKSavingsBank BRION,5,31.9,0.75,0.88,-0.24,-0.001,42.2,-22.2,-371.0,0.6,0.4,0.4,3.0,0.8,0.33,0.4,0.3,,0.2,0.2,0.511,0.491,3.57,1.42,1.8,0.2
LCK 2025 Rounds 1-2,2025-04-05,T1,2,33.9,1.95,0.87,0.45,0.124,37.5,62.5,-746.0,0.5,0.5,0.5,1.5,0.0,0.42,0.5,0.78,,1.0,1.0,0.507,0.5429999999999999,3.5,1.23,1.55,1.0
LCK 2025 Rounds 1-2,2025-04-06,BNK FEARX,6,30.5,0.93,0.86,-0.49,-0.042,53.3,-3.3,-26.0,0.33,0.33,0.5,4.3,0.17,0.61,0.83,0.68,,0.33,0.4,0.494,0.488,3.42,1.39,1.51,0.5
LCK 2025 Rounds 1-2,2025-04-06,DN Freecs,4,37.1,0.67,0.91,-0.37,-0.055,51.4,-51.4,-19.0,0.25,0.5,0.5,3.0,0.5,0.88,0.5,0.33,0.0,0.25,0.29,0.48700000000000004,0.493,3.45,1.41,1.5,0.0
LCK 2025 Rounds 1-2,2025-04-06,Dplus KIA,5,32.1,1.33,0.89,1.25,0.081,65.4,14.6,1249.0,0.4,0.6,0.6,3.8,0.6,0.4,0.2,0.48,,0.6,0.6,0.508,0.544,3.35,1.39,1.66,0.8
LCK 2025 Rounds 1-2,2025-04-06,DRX,4,33.0,1.04,0.87,0.54,-0.013999999999999999,63.7,-13.7,845.0,0.75,0.75,0.75,4.3,0.75,0.29,0.75,0.5,,0.25,0.25,0.506,0.491,3.15,1.03,1.48,0.5
LCK 2025 Rounds 1-2,2025-04-06,Gen.G,5,36.2,1.49,0.93,0.95,0.12,55.5,24.5,519.0,0.6,0.4,0.8,2.0,0.6,0.5,0.4,0.64,1.0,0.6,0.67,0.512,0.535,3.57,1.44,1.77,0.8
LCK 2025 Rounds 1-2,2025-04-06,Hanwha Life Esports,5,31.6,0.7,0.94,-0.62,-0.039,50.3,-10.3,-224.0,0.4,0.6,0.4,3.0,0.6,0.43,0.6,0.52,,0.2,0.25,0.502,0.503,3.27,1.21,1.67,0.4
LCK 2025 Rounds 1-2,2025-04-06,KT Rolster,5,33.7,0.77,0.86,-1.12,-0.09699999999999999,28.0,-8.0,-1516.0,0.6,0.4,0.2,2.6,0.4,0.57,0.4,0.35,,0.4,0.5,0.48200000000000004,0.449,3.7,1.42,1.48,0.2
LCK 2025 Rounds 1-2,2025-04-06,Nongshim RedForce,4,38.3,1.38,0.93,0.17,0.023,43.9,56.1,-234.0,0.75,0.5,0.5,1.8,0.5,0.46,0.25,0.6,1.0,1.0,0.88,0.499,0.502,3.9,1.72,1.62,1.0
LCK 2025 Rounds 1-2,2025-04-06,OKSavingsBank BRION,5,31.9,0.75,0.88,-0.24,-0.001,42.2,-22.2,-371.0,0.6,0.4,0.4,3.0,0.8,0.33,0.4,0.3,,0.2,0.2,0.511,0.491,3.57,1.42,1.8,0.2
LCK 2025 Rounds 1-2,2025-04-06,T1,5,38.2,1.25,0.86,0.02,0.022000000000000002,47.5,12.5,-99.0,0.4,0.6,0.4,3.4,0.2,0.53,0.6,0.54,0.0,0.8,0.56,0.498,0.502,3.76,1.4,1.38,0.6
LCK 2025 Rounds 1-2,2025-04-09,BNK FEARX,6,30.5,0.93,0.86,-0.49,-0.042,53.3,-3.3,-26.0,0.33,0.33,0.5,4.3,0.17,0.61,0.83,0.68,,0.33,0.4,0.494,0.488,3.42,1.39,1.51,0.5
LCK 2025 Rounds 1-2,2025-04-09,DN Freecs,7,34.9,0.68,0.85,-0.67,-0.066,46.7,-32.4,-341.0,0.29,0.29,0.43,2.9,0.57,0.62,0.43,0.29,0.0,0.29,0.27,0.491,0.462,3.48,1.39,1.62,0.14285714285714285
LCK 2025 Rounds 1-2,2025-04-09,Dplus KIA,7,31.5,1.49,0.83,1.3,0.071,70.9,14.9,1419.0,0.43,0.71,0.71,4.1,0.71,0.48,0.43,0.56,,0.57,0.57,0.509,0.5479999999999999,3.37,1.42,1.69,0.8571428571428571
LCK 2025 Rounds 1-2,2025-04-09,DRX,4,33.0,1.04,0.87,0.54,-0.013999999999999999,63.7,-13.7,845.0,0.75,0.75,0.75,4.3,0.75,0.29,0.75,0.5,,0.25,0.25,0.506,0.491,3.15,1.03,1.48,0.5
LCK 2025 Rounds 1-2,2025-04-09,Gen.G,5,36.2,1.49,0.93,0.95,0.12,55.5,24.5,519.0,0.6,0.4,0.8,2.0,0.6,0.5,0.4,0.64,1.0,0.6,0.67,0.512,0.535,3.57,1.44,1.77,0.8
LCK 2025 Rounds 1-2,2025-04-09,Hanwha Life Esports,8,31.7,0.87,0.87,0.04,0.006,53.8,-3.8,149.0,0.5,0.75,0.5,3.4,0.5,0.54,0.63,0.62,,0.38,0.5,0.502,0.532,3.41,1.15,1.73,0.5
LCK 2025 Rounds 1-2,2025-04-09,KT Rolster,5,33.7,0.77,0.86,-1.12,-0.09699999999999999,28.0,-8.0,-1516.0,0.6,0.4,0.2,2.6,0.4,0.57,0.4,0.35,,0.4,0.5,0.48200000000000004,0.449,3.7,1.42,1.48,0.2
LCK 2025 Rounds 1-2,2025-04-09,Nongshim RedForce,4,38.3,1.38,0.93,0.17,0.023,43.9,56.1,-234.0,0.75,0.5,0.5,1.8,0.5,0.46,0.25,0.6,1.0,1.0,0.88,0.499,0.502,3.9,1.72,1.62,1.0
LCK 2025 Rounds 1-2,2025-04-09,OKSavingsBank BRION,7,31.4,0.67,0.83,-0.57,-0.013000000000000001,34.5,-20.2,-793.0,0.57,0.29,0.29,2.3,0.57,0.33,0.29,0.28,,0.29,0.29,0.505,0.47700000000000004,3.48,1.39,1.73,0.14285714285714285
LCK 2025 Rounds 1-2,2025-04-09,T1,5,38.2,1.25,0.86,0.02,0.022000000000000002,47.5,12.5,-99.0,0.4,0.6,0.4,3.4,0.2,0.53,0.6,0.54,0.0,0.8,0.56,0.498,0.502,3.76,1.4,1.38,0.6
LCK 2025 Rounds 1-2,2025-04-10,BNK FEARX,8,31.2,1.18,0.87,-0.08,0.003,55.4,7.1,-57.0,0.38,0.38,0.63,4.1,0.38,0.56,0.88,0.65,,0.5,0.57,0.495,0.51,3.42,1.42,1.59,0.625
LCK 2025 Rounds 1-2,2025-04-10,DN Freecs,7,34.9,0.68,0.85,-0.67,-0.066,46.7,-32.4,-341.0,0.29,0.29,0.43,2.9,0.57,0.62,0.43,0.29,0.0,0.29,0.27,0.491,0.462,3.48,1.39,1.62,0.14285714285714285
LCK 2025 Rounds 1-2,2025-04-10,Dplus KIA,7,31.5,1.49,0.83,1.3,0.071,70.9,14.9,1419.0,0.43,0.71,0.71,4.1,0.71,0.48,0.43,0.56,,0.57,0.57,0.509,0.5479999999999999,3.37,1.42,1.69,0.8571428571428571
LCK 2025 Rounds 1-2,2025-04-10,DRX,6,33.1,0.78,0.87,0.0,-0.055,55.3,-21.9,614.0,0.67,0.67,0.5,4.7,0.5,0.39,0.5,0.48,,0.17,0.17,0.504,0.469,3.13,0.99,1.5,0.3333333333333333
LCK 2025 Rounds 1-2,2025-04-10,Gen.G,5,36.2,1.49,0.93,0.95,0.12,55.5,24.5,519.0,0.6,0.4,0.8,2.0,0.6,0.5,0.4,0.64,1.0,0.6,0.67,0.512,0.535,3.57,1.44,1.77,0.8
LCK 2025 Rounds 1-2,2025-04-10,Hanwha Life Esports,8,31.7,0.87,0.87,0.04,0.006,53.8,-3.8,149.0,0.5,0.75,0.5,3.4,0.5,0.54,0.63,0.62,,0.38,0.5,0.502,0.532,3.41,1.15,1.73,0.5
LCK 2025 Rounds 1-2,2025-04-10,KT Rolster,7,31.9,0.63,0.88,-1.3,-0.10400000000000001,25.3,-11.0,-1753.0,0.43,0.43,0.14,3.3,0.57,0.62,0.43,0.37,,0.29,0.4,0.48100000000000004,0.457,3.58,1.36,1.5,0.14285714285714285
LCK 2025 Rounds 1-2,2025-04-10,Nongshim RedForce,4,38.3,1.38,0.93,0.17,0.023,43.9,56.1,-234.0,0.75,0.5,0.5,1.8,0.5,0.46,0.25,0.6,1.0,1.0,0.88,0.499,0.502,3.9,1.72,1.62,1.0
LCK 2025 Rounds 1-2,2025-04-10,OKSavingsBank BRION,7,31.4,0.67,0.83,-0.57,-0.013000000000000001,34.5,-20.2,-793.0,0.57,0.29,0.29,2.3,0.57,0.33,0.29,0.28,,0.29,0.29,0.505,0.47700000000000004,3.48,1.39,1.73,0.14285714285714285
LCK 2025 Rounds 1-2,2025-04-10,T1,7,35.1,1.5,0.88,0.43,0.05,57.2,14.2,599.0,0.57,0.57,0.57,4.3,0.14,0.45,0.57,0.55,0.0,0.71,0.6,0.504,0.508,3.72,1.4,1.43,0.7142857142857143
LCK 2025 Rounds 1-2,2025-04-11,BNK FEARX,8,31.2,1.18,0.87,-0.08,0.003,55.4,7.1,-57.0,0.38,0.38,0.63,4.1,0.38,0.56,0.88,0.65,,0.5,0.57,0.495,0.51,3.42,1.42,1.59,0.625
LCK 2025 Rounds 1-2,2025-04-11,DN Freecs,10,33.6,0.67,0.77,-0.57,-0.046,45.3,-25.3,-286.0,0.2,0.3,0.4,3.1,0.6,0.55,0.3,0.26,0.0,0.3,0.29,0.49200000000000005,0.46399999999999997,3.42,1.32,1.56,0.2
LCK 2025 Rounds 1-2,2025-04-11,Dplus KIA,7,31.5,1.49,0.83,1.3,0.071,70.9,14.9,1419.0,0.43,0.71,0.71,4.1,0.71,0.48,0.43,0.56,,0.57,0.57,0.509,0.5479999999999999,3.37,1.42,1.69,0.8571428571428571
